i,j,delta,beta,priority,integral,max_delta,pi
4,11,60,0.03,0.05,3590.4,1.3305,-0.2269
4,11,60,0.04,0.05,3784.7,1.417,-0.30667
4,11,60,0.05,0.05,3950.2,1.4727,-0.35802
4,11,60,0.07,0.05,2912.2,1.3607,-0.25473
4,11,60,0.08,0.05,2335.6,1.3048,-0.20319
4,11,60,0.09,0.05,1117.5,1.1185,-0.031376
4,11,60,0.1,0.05,14.165,0.041399,0.96182
4,11,60,0.11,0.05,14.162,0.044802,0.95869
4,11,60,0.12,0.05,14.16,0.043147,0.96021
4,11,60,0.13,0.05,14.158,0.043426,0.95995
4,11,60,0.14,0.05,14.154,0.037634,0.9653
4,11,60,0.15,0.05,14.154,0.051404,0.9526
4,11,60,0.16,0.05,14.154,0.051833,0.9522
4,11,60,0.17,0.05,14.152,0.040126,0.963
4,11,60,0.18,0.05,14.152,0.041803,0.96145
4,11,60,0.19,0.05,14.152,0.03467,0.96803
4,11,60,0.2,0.05,14.15,0.042578,0.96074
4,11,120,0.01,0.05,3179.8,1.1643,-0.073645
4,11,120,0.02,0.05,3371.6,1.2476,-0.15042
4,11,120,0.03,0.05,3546.6,1.3322,-0.22846
4,11,120,0.04,0.05,3722.9,1.4187,-0.30823
4,11,120,0.05,0.05,3861.6,1.4727,-0.35802
4,11,120,0.07,0.05,2908,1.3607,-0.25473
4,11,120,0.08,0.05,2335.6,1.3048,-0.20319
4,11,120,0.1,0.05,14.149,0.0414,0.96182
4,11,120,0.11,0.05,14.145,0.041762,0.96149
4,11,120,0.12,0.05,14.143,0.043798,0.95961
4,11,120,0.13,0.05,14.139,0.037648,0.96528
4,11,120,0.14,0.05,14.137,0.035479,0.96728
4,11,120,0.15,0.05,14.136,0.035734,0.96705
4,11,120,0.16,0.05,14.133,0.043639,0.95976
4,11,120,0.19,0.05,14.124,0.043633,0.95976
4,11,120,0.2,0.05,14.116,0.043367,0.96001
4,11,180,0.01,0.05,3170.3,1.1643,-0.073647
4,11,180,0.02,0.05,3344.3,1.2472,-0.15013
4,11,180,0.03,0.05,3503,1.3319,-0.22818
4,11,180,0.04,0.05,3660.7,1.4184,-0.30795
4,11,180,0.05,0.05,3775.8,1.4727,-0.35802
4,11,180,0.06,0.05,3357.8,1.4167,-0.30641
4,11,180,0.07,0.05,2903.8,1.3607,-0.25473
4,11,180,0.08,0.05,2335.6,1.3048,-0.20319
4,11,180,0.09,0.05,1117.5,1.1185,-0.031375
4,11,180,0.1,0.05,14.137,0.036874,0.966
4,11,180,0.11,0.05,14.142,0.047865,0.95586
4,11,180,0.12,0.05,14.142,0.044211,0.95923
4,11,180,0.13,0.05,14.139,0.035213,0.96753
4,11,180,0.15,0.05,14.135,0.04472,0.95876
4,11,180,0.17,0.05,14.127,0.041788,0.96147
4,11,180,0.18,0.05,14.12,0.034461,0.96822
4,11,180,0.19,0.05,14.112,0.034768,0.96794
4,11,240,0.01,0.05,3156.5,1.1643,-0.073647
4,11,240,0.02,0.05,3316.1,1.2472,-0.15013
4,11,240,0.03,0.05,3457.4,1.3319,-0.22818
4,11,240,0.06,0.05,3323.6,1.4167,-0.30641
4,11,240,0.07,0.05,2901.3,1.3607,-0.25473
4,11,240,0.09,0.05,1117.5,1.1185,-0.031381
4,11,240,0.1,0.05,14.135,0.042552,0.96076
4,11,240,0.11,0.05,14.132,0.041995,0.96128
4,11,240,0.13,0.05,14.119,0.039966,0.96315
4,11,240,0.14,0.05,14.113,0.030533,0.97184
4,11,240,0.15,0.05,14.109,0.031178,0.97125
4,11,240,0.17,0.05,14.099,0.034871,0.96784
4,11,240,0.19,0.05,14.089,0.027651,0.9745
4,11,240,0.2,0.05,14.088,0.032494,0.97004
4,11,300,0.01,0.05,3144,1.1643,-0.073647
4,11,300,0.05,0.05,3618.7,1.4727,-0.35802
4,11,300,0.07,0.05,2880.5,1.3607,-0.25473
4,11,300,0.08,0.05,2317.9,1.3048,-0.20319
4,11,300,0.09,0.05,1112,1.1133,-0.026587
4,11,300,0.11,0.05,14.156,0.032978,0.96959
4,11,300,0.12,0.05,14.151,0.03868,0.96433
4,11,300,0.13,0.05,14.145,0.028119,0.97407
4,11,300,0.14,0.05,14.142,0.02599,0.97603
4,11,300,0.15,0.05,14.14,0.028748,0.97349
4,11,300,0.16,0.05,14.139,0.030066,0.97228
4,11,300,0.17,0.05,14.136,0.02622,0.97582
4,11,360,0.01,0.05,3132.9,1.1643,-0.073647
4,11,360,0.03,0.05,3411.1,1.3319,-0.22818
4,11,360,0.06,0.05,3271.2,1.4167,-0.30641
4,11,360,0.07,0.05,2828.3,1.3607,-0.25473
4,11,360,0.08,0.05,2256.5,1.3048,-0.20319
4,11,360,0.09,0.05,1047.5,1.0512,0.030638
4,11,360,0.11,0.05,14.139,0.042999,0.96035
4,11,360,0.14,0.05,14.129,0.027379,0.97475
4,11,360,0.15,0.05,14.125,0.024998,0.97695
4,11,360,0.16,0.05,14.123,0.025563,0.97643
4,11,360,0.18,0.05,14.12,0.021733,0.97996
4,11,360,0.19,0.05,14.113,0.022827,0.97895
4,11,420,0.01,0.05,3125.4,1.1643,-0.073647
4,11,420,0.03,0.05,3393.8,1.3319,-0.22818
4,11,420,0.04,0.05,3498.2,1.4184,-0.30795
4,11,420,0.05,0.05,3531.7,1.4727,-0.35802
4,11,420,0.06,0.05,3223,1.4167,-0.30641
4,11,420,0.07,0.05,2754.4,1.3607,-0.25473
4,11,420,0.08,0.05,2178.2,1.3048,-0.20319
4,11,420,0.1,0.05,14.126,0.042902,0.96044
4,11,420,0.11,0.05,14.13,0.040368,0.96277
4,11,420,0.12,0.05,14.131,0.038167,0.9648
4,11,420,0.13,0.05,14.129,0.038144,0.96483
4,11,420,0.14,0.05,14.126,0.030092,0.97225
4,11,420,0.15,0.05,14.122,0.03202,0.97047
4,11,420,0.16,0.05,14.12,0.022216,0.97951
4,11,420,0.18,0.05,14.113,0.024094,0.97778
4,11,420,0.19,0.05,14.108,0.02517,0.97679
4,11,420,0.2,0.05,14.099,0.026264,0.97578
4,11,480,0.01,0.05,3118.9,1.1651,-0.074394
4,11,480,0.03,0.05,3375.5,1.3319,-0.22818
4,11,480,0.04,0.05,3472.8,1.4184,-0.30795
4,11,480,0.05,0.05,3493.7,1.4726,-0.35797
4,11,480,0.06,0.05,3146.3,1.4167,-0.30641
4,11,480,0.07,0.05,2672.8,1.3607,-0.25473
4,11,480,0.08,0.05,2100,1.3048,-0.20319
4,11,480,0.09,0.05,918.1,0.91405,0.15713
4,11,480,0.1,0.05,14.106,0.042691,0.96063
4,11,480,0.11,0.05,14.098,0.034529,0.96816
4,11,480,0.12,0.05,14.091,0.032319,0.9702
4,11,480,0.13,0.05,14.084,0.039063,0.96398
4,11,480,0.15,0.05,14.07,0.028444,0.97377
4,11,480,0.17,0.05,14.063,0.022517,0.97924
4,11,480,0.18,0.05,14.058,0.020292,0.98129
4,11,480,0.2,0.05,14.047,0.020791,0.98083
4,11,540,0.04,0.05,3440.5,1.4184,-0.30795
4,11,540,0.05,0.05,3449,1.4722,-0.3576
4,11,540,0.06,0.05,3063.7,1.4167,-0.30641
4,11,540,0.07,0.05,2591.3,1.3607,-0.25473
4,11,540,0.09,0.05,859.89,0.84616,0.21973
4,11,540,0.1,0.05,14.127,0.042691,0.96063
4,11,540,0.11,0.05,14.119,0.034529,0.96816
4,11,540,0.12,0.05,14.111,0.032319,0.9702
4,11,540,0.14,0.05,14.098,0.030693,0.9717
4,11,540,0.15,0.05,14.091,0.028444,0.97377
4,11,540,0.16,0.05,14.084,0.026867,0.97523
4,11,540,0.17,0.05,14.079,0.027865,0.9743
4,11,540,0.18,0.05,14.073,0.02328,0.97853
4,11,540,0.19,0.05,14.066,0.018516,0.98293
4,11,600,0.01,0.05,3102.9,1.1643,-0.073646
4,11,600,0.02,0.05,3223.9,1.2472,-0.15013
4,11,600,0.04,0.05,3404,1.4184,-0.30795
4,11,600,0.06,0.05,2981.8,1.4167,-0.30641
4,11,600,0.07,0.05,2509.7,1.3607,-0.25473
4,11,600,0.08,0.05,1943.5,1.3048,-0.20319
4,11,600,0.09,0.05,805.96,0.77753,0.28301
4,11,600,0.1,0.05,14.118,0.042691,0.96063
4,11,600,0.11,0.05,14.11,0.034529,0.96816
4,11,600,0.12,0.05,14.103,0.032319,0.9702
4,11,600,0.13,0.05,14.095,0.039063,0.96398
4,11,600,0.14,0.05,14.088,0.030693,0.9717
4,11,600,0.15,0.05,14.08,0.028444,0.97377
4,11,600,0.16,0.05,14.073,0.026867,0.97523
4,11,600,0.19,0.05,14.055,0.020246,0.98133
4,11,600,0.2,0.05,14.047,0.021365,0.9803
4,11,660,0.02,0.05,3210.6,1.2472,-0.15013
4,11,660,0.05,0.05,3341.2,1.4722,-0.3576
4,11,660,0.06,0.05,2902.2,1.4167,-0.30641
4,11,660,0.07,0.05,2428.1,1.3607,-0.25473
4,11,660,0.08,0.05,1865.3,1.3048,-0.20319
4,11,660,0.09,0.05,756.31,0.76947,0.29045
4,11,660,0.11,0.05,14.071,0.034529,0.96816
4,11,660,0.12,0.05,14.062,0.032319,0.9702
4,11,660,0.13,0.05,14.054,0.039063,0.96398
4,11,660,0.14,0.05,14.046,0.030693,0.9717
4,11,660,0.15,0.05,14.039,0.028444,0.97377
4,11,660,0.16,0.05,14.03,0.026867,0.97523
4,11,660,0.17,0.05,14.024,0.027865,0.9743
4,11,660,0.18,0.05,14.019,0.02328,0.97853
4,11,660,0.2,0.05,14.004,0.024942,0.977
4,11,720,0.01,0.05,3090.2,1.1643,-0.073646
4,11,720,0.03,0.05,3286.9,1.3319,-0.22818
4,11,720,0.04,0.05,3338.8,1.4184,-0.30795
4,11,720,0.05,0.05,3285,1.4722,-0.3576
4,11,720,0.06,0.05,2823.5,1.4167,-0.30641
4,11,720,0.07,0.05,2346.5,1.3607,-0.25473
4,11,720,0.08,0.05,1787.1,1.3048,-0.20319
4,11,720,0.09,0.05,711.08,0.76947,0.29045
4,11,720,0.11,0.05,14.117,0.034529,0.96816
4,11,720,0.12,0.05,14.11,0.032319,0.9702
4,11,720,0.13,0.05,14.104,0.039063,0.96398
4,11,720,0.14,0.05,14.097,0.030693,0.9717
4,11,720,0.15,0.05,14.09,0.028444,0.97377
4,11,720,0.16,0.05,14.081,0.026867,0.97523
4,11,720,0.18,0.05,14.07,0.02328,0.97853
4,12,60,0.01,0.05,3199.2,1.1667,-0.075866
4,12,60,0.03,0.05,3699.6,1.3653,-0.25902
4,12,60,0.06,0.05,3648.6,1.4799,-0.36469
4,12,60,0.08,0.05,2498.5,1.3681,-0.26154
4,12,60,0.09,0.05,1173.1,1.0282,0.051885
4,12,60,0.1,0.05,140.61,0.049955,0.95393
4,12,60,0.11,0.05,142.85,0.050127,0.95378
4,12,60,0.12,0.05,144.01,0.050507,0.95343
4,12,60,0.14,0.05,144.8,0.050568,0.95337
4,12,60,0.15,0.05,145.65,0.050633,0.95331
4,12,60,0.16,0.05,146.41,0.050637,0.95331
4,12,60,0.17,0.05,146.97,0.050615,0.95333
4,12,60,0.18,0.05,147.52,0.05071,0.95324
4,12,60,0.19,0.05,147.91,0.050686,0.95326
4,12,60,0.2,0.05,148.22,0.05068,0.95327
4,12,120,0.03,0.05,3656.7,1.3669,-0.26045
4,12,120,0.04,0.05,3896.9,1.469,-0.35461
4,12,120,0.05,0.05,4107.2,1.5358,-0.41621
4,12,120,0.06,0.05,3644.5,1.4799,-0.36469
4,12,120,0.07,0.05,3117.6,1.4239,-0.31305
4,12,120,0.08,0.05,2495,1.3681,-0.26154
4,12,120,0.09,0.05,1172.2,1.0283,0.051793
4,12,120,0.1,0.05,139.58,0.049956,0.95393
4,12,120,0.11,0.05,142.16,0.050941,0.95303
4,12,120,0.12,0.05,143.32,0.050024,0.95387
4,12,120,0.14,0.05,143.86,0.050602,0.95334
4,12,120,0.15,0.05,144.62,0.0507,0.95325
4,12,120,0.16,0.05,145.43,0.050655,0.95329
4,12,120,0.17,0.05,146.01,0.050623,0.95332
4,12,120,0.19,0.05,146.97,0.050593,0.95335
4,12,120,0.2,0.05,147.31,0.050605,0.95334
4,12,180,0.01,0.05,3187.7,1.1686,-0.077579
4,12,180,0.02,0.05,3409.5,1.2667,-0.16803
4,12,180,0.03,0.05,3609.5,1.3667,-0.26024
4,12,180,0.04,0.05,3824.6,1.4689,-0.35448
4,12,180,0.05,0.05,4095,1.5358,-0.41621
4,12,180,0.09,0.05,1167.9,1.0253,0.054548
4,12,180,0.1,0.05,138.53,0.049956,0.95393
4,12,180,0.11,0.05,141.17,0.049956,0.95393
4,12,180,0.12,0.05,142.72,0.049956,0.95393
4,12,180,0.13,0.05,143.39,0.050669,0.95328
4,12,180,0.16,0.05,144.3,0.050699,0.95325
4,12,180,0.17,0.05,145.01,0.050689,0.95326
4,12,180,0.18,0.05,145.5,0.050473,0.95346
4,12,180,0.19,0.05,146.01,0.050623,0.95332
4,12,180,0.2,0.05,146.43,0.050645,0.9533
4,12,240,0.01,0.05,3173,1.1686,-0.077579
4,12,240,0.02,0.05,3381.2,1.2667,-0.16803
4,12,240,0.03,0.05,3562.1,1.3667,-0.26025
4,12,240,0.05,0.05,4070.7,1.5358,-0.41621
4,12,240,0.06,0.05,3614.9,1.4799,-0.36469
4,12,240,0.07,0.05,3107.3,1.4239,-0.31305
4,12,240,0.08,0.05,2493.2,1.3681,-0.26154
4,12,240,0.09,0.05,1182.6,1.041,0.040043
4,12,240,0.1,0.05,137.61,0.04994,0.95395
4,12,240,0.11,0.05,140.11,0.049955,0.95393
4,12,240,0.12,0.05,141.98,0.049955,0.95393
4,12,240,0.13,0.05,142.85,0.049955,0.95393
4,12,240,0.14,0.05,142.3,0.050219,0.95369
4,12,240,0.15,0.05,142.8,0.049955,0.95393
4,12,240,0.16,0.05,143.43,0.050496,0.95344
4,12,240,0.18,0.05,144.53,0.050617,0.95332
4,12,240,0.19,0.05,145.01,0.050687,0.95326
4,12,240,0.2,0.05,145.43,0.050671,0.95327
4,12,300,0.01,0.05,3159,1.1686,-0.077579
4,12,300,0.02,0.05,3362.3,1.2667,-0.16803
4,12,300,0.03,0.05,3540.7,1.3667,-0.26025
4,12,300,0.05,0.05,4028,1.5358,-0.41621
4,12,300,0.06,0.05,3579.8,1.4799,-0.36469
4,12,300,0.07,0.05,3074.7,1.4239,-0.31305
4,12,300,0.08,0.05,2485.1,1.3681,-0.26154
4,12,300,0.1,0.05,135.65,0.049943,0.95395
4,12,300,0.12,0.05,140.82,0.049956,0.95393
4,12,300,0.13,0.05,142.1,0.052403,0.95168
4,12,300,0.15,0.05,142.17,0.049956,0.95393
4,12,300,0.17,0.05,143.05,0.050458,0.95347
4,12,300,0.18,0.05,143.65,0.050643,0.9533
4,12,300,0.19,0.05,144.02,0.050673,0.95327
4,12,300,0.2,0.05,144.31,0.05071,0.95324
4,12,360,0.01,0.05,3148.3,1.1686,-0.077579
4,12,360,0.02,0.05,3346.4,1.2667,-0.16803
4,12,360,0.03,0.05,3520.7,1.3667,-0.26025
4,12,360,0.04,0.05,3709.4,1.4689,-0.35448
4,12,360,0.06,0.05,3534.8,1.4799,-0.36469
4,12,360,0.07,0.05,3023.7,1.4239,-0.31305
4,12,360,0.08,0.05,2411.9,1.3681,-0.26154
4,12,360,0.11,0.05,136.74,0.049956,0.95393
4,12,360,0.12,0.05,139.45,0.049956,0.95393
4,12,360,0.13,0.05,141.02,0.049956,0.95393
4,12,360,0.14,0.05,141.01,0.052304,0.95177
4,12,360,0.15,0.05,141.63,0.049956,0.95393
4,12,360,0.17,0.05,142.42,0.049955,0.95393
4,12,360,0.18,0.05,142.74,0.050687,0.95326
4,12,360,0.19,0.05,143.06,0.050429,0.9535
4,12,360,0.2,0.05,143.46,0.050384,0.95354
4,12,420,0.02,0.05,3329.9,1.2667,-0.16803
4,12,420,0.04,0.05,3677.1,1.4701,-0.35564
4,12,420,0.05,0.05,3969.5,1.5358,-0.41621
4,12,420,0.06,0.05,3474.1,1.4799,-0.36469
4,12,420,0.07,0.05,2943.7,1.4239,-0.31305
4,12,420,0.08,0.05,2314,1.3681,-0.26154
4,12,420,0.09,0.05,1027,0.89534,0.17438
4,12,420,0.1,0.05,129.97,0.048113,0.95563
4,12,420,0.12,0.05,137.3,0.049955,0.95393
4,12,420,0.13,0.05,139.39,0.052036,0.95202
4,12,420,0.14,0.05,139.87,0.049956,0.95393
4,12,420,0.15,0.05,140.82,0.049955,0.95393
4,12,420,0.16,0.05,141.43,0.049956,0.95393
4,12,420,0.18,0.05,142.14,0.050104,0.9538
4,12,420,0.19,0.05,142.44,0.049955,0.95393
4,12,420,0.2,0.05,142.7,0.050158,0.95375
4,12,480,0.01,0.05,3126.3,1.169,-0.077988
4,12,480,0.02,0.05,3317.4,1.2667,-0.16803
4,12,480,0.04,0.05,3645.9,1.4689,-0.35448
4,12,480,0.05,0.05,3929.5,1.5356,-0.41604
4,12,480,0.06,0.05,3402.9,1.4799,-0.36469
4,12,480,0.07,0.05,2846.5,1.4239,-0.31305
4,12,480,0.08,0.05,2230.4,1.3681,-0.26154
4,12,480,0.09,0.05,966.05,0.83137,0.23337
4,12,480,0.13,0.05,137.12,0.049956,0.95393
4,12,480,0.14,0.05,137.98,0.050783,0.95317
4,12,480,0.15,0.05,139.71,0.049955,0.95393
4,12,480,0.16,0.05,140.49,0.049955,0.95393
4,12,480,0.17,0.05,141.2,0.049955,0.95393
4,12,480,0.18,0.05,141.6,0.049956,0.95393
4,12,480,0.19,0.05,141.85,0.049955,0.95393
4,12,540,0.01,0.05,3116.5,1.1685,-0.07756
4,12,540,0.02,0.05,3301.8,1.2667,-0.16803
4,12,540,0.03,0.05,3454.3,1.3667,-0.26025
4,12,540,0.04,0.05,3616.7,1.4689,-0.35448
4,12,540,0.06,0.05,3318,1.4799,-0.36469
4,12,540,0.07,0.05,2759.6,1.4239,-0.31305
4,12,540,0.1,0.05,125.02,0.04698,0.95668
4,12,540,0.11,0.05,129.34,0.048111,0.95564
4,12,540,0.12,0.05,132.88,0.049965,0.95393
4,12,540,0.14,0.05,135.83,0.049955,0.95393
4,12,540,0.17,0.05,140.07,0.049955,0.95393
4,12,540,0.18,0.05,140.78,0.049955,0.95393
4,12,540,0.19,0.05,141.25,0.049955,0.95393
4,12,600,0.02,0.05,3286.6,1.2667,-0.16803
4,12,600,0.03,0.05,3419.5,1.3667,-0.26025
4,12,600,0.04,0.05,3585.9,1.4689,-0.35448
4,12,600,0.05,0.05,3835,1.5354,-0.41586
4,12,600,0.06,0.05,3227.9,1.4799,-0.36469
4,12,600,0.07,0.05,2673.9,1.4239,-0.31305
4,12,600,0.1,0.05,122.82,0.050029,0.95387
4,12,600,0.11,0.05,127.16,0.04966,0.95421
4,12,600,0.12,0.05,130.71,0.048447,0.95532
4,12,600,0.14,0.05,133.96,0.049962,0.95393
4,12,600,0.15,0.05,135.42,0.049956,0.95393
4,12,600,0.16,0.05,137.02,0.049956,0.95393
4,12,600,0.17,0.05,138.53,0.049956,0.95393
4,12,600,0.18,0.05,139.67,0.05012,0.95378
4,12,600,0.19,0.05,140.13,0.049956,0.95393
4,12,600,0.2,0.05,140.57,0.049956,0.95393
4,12,660,0.01,0.05,3100.4,1.1685,-0.07756
4,12,660,0.02,0.05,3271.4,1.2667,-0.16803
4,12,660,0.03,0.05,3406.6,1.3667,-0.26025
4,12,660,0.04,0.05,3552.6,1.4689,-0.35448
4,12,660,0.05,0.05,3774.4,1.5354,-0.41586
4,12,660,0.06,0.05,3131.5,1.4799,-0.36469
4,12,660,0.08,0.05,1981.9,1.3681,-0.26154
4,12,660,0.09,0.05,817.35,0.7337,0.32343
4,12,660,0.1,0.05,120.76,0.045423,0.95811
4,12,660,0.11,0.05,124.72,0.056008,0.94835
4,12,660,0.12,0.05,128.45,0.049212,0.95462
4,12,660,0.13,0.05,130.78,0.049956,0.95393
4,12,660,0.14,0.05,131.82,0.049934,0.95395
4,12,660,0.15,0.05,133.66,0.049951,0.95394
4,12,660,0.16,0.05,135.06,0.049955,0.95393
4,12,660,0.17,0.05,136.44,0.049955,0.95393
4,12,660,0.2,0.05,139.56,0.049956,0.95393
4,12,720,0.01,0.05,3094.5,1.1685,-0.07756
4,12,720,0.03,0.05,3394.1,1.3667,-0.26025
4,12,720,0.04,0.05,3515.9,1.4689,-0.35448
4,12,720,0.05,0.05,3699.5,1.5358,-0.41621
4,12,720,0.06,0.05,3042.9,1.4799,-0.36469
4,12,720,0.07,0.05,2502.9,1.4239,-0.31305
4,12,720,0.08,0.05,1898.6,1.3681,-0.26154
4,12,720,0.09,0.05,775.62,0.7337,0.32343
4,12,720,0.11,0.05,122.65,0.0465,0.95712
4,12,720,0.12,0.05,126.1,0.048103,0.95564
4,12,720,0.13,0.05,128.44,0.049856,0.95403
4,12,720,0.15,0.05,131.55,0.049961,0.95393
4,12,720,0.18,0.05,135.78,0.049956,0.95393
4,12,720,0.2,0.05,138.04,0.049955,0.95393
4,13,60,0.01,0.05,2627.2,1.0312,0.049054
4,13,60,0.02,0.05,2289.1,0.97811,0.098046
4,13,60,0.03,0.05,1904.1,0.925,0.14703
4,13,60,0.04,0.05,1308.8,0.87183,0.19605
4,13,60,0.06,0.05,14.297,0.018123,0.98329
4,13,60,0.07,0.05,14.297,0.018123,0.98329
4,13,60,0.08,0.05,14.297,0.018123,0.98329
4,13,60,0.09,0.05,14.297,0.018123,0.98329
4,13,60,0.12,0.05,14.297,0.018123,0.98329
4,13,60,0.13,0.05,14.297,0.018123,0.98329
4,13,60,0.14,0.05,14.297,0.018123,0.98329
4,13,60,0.15,0.05,14.297,0.018123,0.98329
4,13,60,0.16,0.05,14.297,0.018123,0.98329
4,13,60,0.17,0.05,14.297,0.018123,0.98329
4,13,60,0.18,0.05,14.297,0.018123,0.98329
4,13,120,0.01,0.05,2627.2,1.0312,0.049054
4,13,120,0.02,0.05,2289.1,0.97811,0.098046
4,13,120,0.03,0.05,1904.1,0.925,0.14703
4,13,120,0.04,0.05,1308.8,0.87183,0.19605
4,13,120,0.05,0.05,14.297,0.018123,0.98329
4,13,120,0.09,0.05,14.297,0.018123,0.98329
4,13,120,0.1,0.05,14.297,0.018123,0.98329
4,13,120,0.13,0.05,14.297,0.018123,0.98329
4,13,120,0.14,0.05,14.297,0.018123,0.98329
4,13,120,0.17,0.05,14.297,0.018123,0.98329
4,13,120,0.2,0.05,14.297,0.018123,0.98329
4,13,180,0.04,0.05,1308.8,0.87183,0.19605
4,13,180,0.05,0.05,14.297,0.018123,0.98329
4,13,180,0.06,0.05,14.297,0.018123,0.98329
4,13,180,0.07,0.05,14.297,0.018123,0.98329
4,13,180,0.11,0.05,14.297,0.018123,0.98329
4,13,180,0.12,0.05,14.297,0.018123,0.98329
4,13,180,0.13,0.05,14.297,0.018123,0.98329
4,13,180,0.14,0.05,14.297,0.018123,0.98329
4,13,180,0.15,0.05,14.297,0.018123,0.98329
4,13,180,0.16,0.05,14.297,0.018123,0.98329
4,13,180,0.18,0.05,14.297,0.018123,0.98329
4,13,180,0.19,0.05,14.297,0.018123,0.98329
4,13,240,0.02,0.05,2289.1,0.97811,0.098046
4,13,240,0.03,0.05,1904.1,0.925,0.14703
4,13,240,0.04,0.05,1308.8,0.87183,0.19605
4,13,240,0.05,0.05,14.297,0.018123,0.98329
4,13,240,0.06,0.05,14.297,0.018123,0.98329
4,13,240,0.08,0.05,14.297,0.018123,0.98329
4,13,240,0.09,0.05,14.297,0.018123,0.98329
4,13,240,0.1,0.05,14.297,0.018123,0.98329
4,13,240,0.11,0.05,14.297,0.018123,0.98329
4,13,240,0.12,0.05,14.297,0.018123,0.98329
4,13,240,0.13,0.05,14.297,0.018123,0.98329
4,13,240,0.16,0.05,14.297,0.018123,0.98329
4,13,240,0.17,0.05,14.297,0.018123,0.98329
4,13,240,0.18,0.05,14.297,0.018123,0.98329
4,13,240,0.19,0.05,14.297,0.018123,0.98329
4,13,240,0.2,0.05,14.297,0.018123,0.98329
4,13,300,0.01,0.05,2627.2,1.0312,0.049054
4,13,300,0.02,0.05,2289.1,0.97811,0.098046
4,13,300,0.03,0.05,1904.1,0.925,0.14703
4,13,300,0.04,0.05,1308.8,0.87183,0.19605
4,13,300,0.06,0.05,14.297,0.018123,0.98329
4,13,300,0.07,0.05,14.297,0.018123,0.98329
4,13,300,0.08,0.05,14.297,0.018123,0.98329
4,13,300,0.09,0.05,14.297,0.018123,0.98329
4,13,300,0.1,0.05,14.297,0.018123,0.98329
4,13,300,0.11,0.05,14.297,0.018123,0.98329
4,13,300,0.12,0.05,14.297,0.018123,0.98329
4,13,300,0.13,0.05,14.297,0.018123,0.98329
4,13,300,0.14,0.05,14.297,0.018123,0.98329
4,13,300,0.15,0.05,14.297,0.018123,0.98329
4,13,300,0.16,0.05,14.297,0.018123,0.98329
4,13,300,0.17,0.05,14.297,0.018123,0.98329
4,13,300,0.18,0.05,14.297,0.018123,0.98329
4,13,300,0.19,0.05,14.297,0.018123,0.98329
4,13,300,0.2,0.05,14.297,0.018123,0.98329
4,13,360,0.01,0.05,2627.2,1.0312,0.049054
4,13,360,0.03,0.05,1904.1,0.925,0.14703
4,13,360,0.04,0.05,1308.8,0.87183,0.19605
4,13,360,0.05,0.05,14.297,0.018123,0.98329
4,13,360,0.06,0.05,14.297,0.018123,0.98329
4,13,360,0.07,0.05,14.297,0.018123,0.98329
4,13,360,0.08,0.05,14.297,0.018123,0.98329
4,13,360,0.09,0.05,14.297,0.018123,0.98329
4,13,360,0.1,0.05,14.297,0.018123,0.98329
4,13,360,0.11,0.05,14.297,0.018123,0.98329
4,13,360,0.12,0.05,14.297,0.018123,0.98329
4,13,360,0.13,0.05,14.297,0.018123,0.98329
4,13,360,0.14,0.05,14.297,0.018123,0.98329
4,13,360,0.15,0.05,14.297,0.018123,0.98329
4,13,360,0.16,0.05,14.297,0.018123,0.98329
4,13,420,0.01,0.05,2627.2,1.0312,0.049054
4,13,420,0.03,0.05,1904.1,0.925,0.14703
4,13,420,0.04,0.05,1308.8,0.87183,0.19605
4,13,420,0.07,0.05,14.297,0.018123,0.98329
4,13,420,0.08,0.05,14.297,0.018123,0.98329
4,13,420,0.09,0.05,14.297,0.018123,0.98329
4,13,420,0.1,0.05,14.297,0.018123,0.98329
4,13,420,0.11,0.05,14.297,0.018123,0.98329
4,13,420,0.13,0.05,14.297,0.018123,0.98329
4,13,420,0.15,0.05,14.297,0.018123,0.98329
4,13,420,0.16,0.05,14.297,0.018123,0.98329
4,13,420,0.17,0.05,14.297,0.018123,0.98329
4,13,420,0.18,0.05,14.297,0.018123,0.98329
4,13,480,0.01,0.05,2627.2,1.0312,0.049054
4,13,480,0.02,0.05,2289.1,0.97811,0.098046
4,13,480,0.03,0.05,1904.1,0.925,0.14703
4,13,480,0.04,0.05,1308.8,0.87183,0.19605
4,13,480,0.05,0.05,14.297,0.018123,0.98329
4,13,480,0.06,0.05,14.297,0.018123,0.98329
4,13,480,0.07,0.05,14.297,0.018123,0.98329
4,13,480,0.08,0.05,14.297,0.018123,0.98329
4,13,480,0.09,0.05,14.297,0.018123,0.98329
4,13,480,0.1,0.05,14.297,0.018123,0.98329
4,13,480,0.12,0.05,14.297,0.018123,0.98329
4,13,480,0.13,0.05,14.297,0.018123,0.98329
4,13,480,0.14,0.05,14.297,0.018123,0.98329
4,13,480,0.16,0.05,14.297,0.018123,0.98329
4,13,480,0.17,0.05,14.297,0.018123,0.98329
4,13,480,0.18,0.05,14.297,0.018123,0.98329
4,13,480,0.19,0.05,14.297,0.018123,0.98329
4,13,480,0.2,0.05,14.297,0.018123,0.98329
4,13,540,0.01,0.05,2627.2,1.0312,0.049054
4,13,540,0.02,0.05,2289.1,0.97811,0.098046
4,13,540,0.06,0.05,14.297,0.018123,0.98329
