i,j,delta,beta,priority,integral,max_delta,pi,L_i,v_i,w_i,q_max_i,rho_max_i,L_j,v_j,w_j,q_max_j,rho_max_j
8,11,540,0.12,0.05,1778.63,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.13,0.05,1778.62,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.14,0.05,1778.61,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.15,0.05,1778.6,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.17,0.05,1778.58,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.18,0.05,1778.57,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.19,0.05,1778.57,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,540,0.2,0.05,1778.56,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.01,0.05,2859.13,1.10849,-0.022176,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.02,0.05,2741.41,1.13459,-0.0462488,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.04,0.05,2673.65,1.18762,-0.0951446,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.05,0.05,2653.89,1.20765,-0.113617,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.06,0.05,1851.47,0.757429,0.301548,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.07,0.05,1778.68,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.08,0.05,1778.66,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.1,0.05,1778.64,0.684786,0.368535,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.11,0.05,1778.63,0.684003,0.369257,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.12,0.05,1778.62,0.685747,0.367649,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.13,0.05,1778.61,0.686311,0.367128,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.14,0.05,1778.6,0.685907,0.367501,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.15,0.05,1778.59,0.686619,0.366845,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.16,0.05,1778.58,0.685928,0.367482,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.18,0.05,1778.57,0.686922,0.366565,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.19,0.05,1778.56,0.689054,0.364599,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,600,0.2,0.05,1778.55,0.689184,0.364479,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.01,0.05,2846.77,1.10889,-0.0225502,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.02,0.05,2716.96,1.13459,-0.0462488,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.03,0.05,2676.5,1.16083,-0.0704418,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.04,0.05,2648.57,1.18762,-0.0951446,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.05,0.05,2625.75,1.20765,-0.113617,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.06,0.05,1847.76,0.757429,0.301548,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.08,0.05,1778.63,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.09,0.05,1778.62,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.1,0.05,1778.61,0.684019,0.369242,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.11,0.05,1778.6,0.68417,0.369103,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.12,0.05,1778.59,0.685121,0.368226,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.13,0.05,1778.58,0.685246,0.368111,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.14,0.05,1778.57,0.686258,0.367177,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.15,0.05,1778.56,0.687365,0.366157,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.17,0.05,1778.54,0.687986,0.365584,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.18,0.05,1778.53,0.688408,0.365195,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,660,0.19,0.05,1778.52,0.687848,0.365711,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.02,0.05,2694.13,1.13459,-0.0462488,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.03,0.05,2654.19,1.16083,-0.0704418,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.04,0.05,2626.59,1.18762,-0.0951446,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.05,0.05,2599.42,1.20765,-0.113617,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.07,0.05,1778.68,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.08,0.05,1778.67,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.09,0.05,1778.65,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.1,0.05,1778.64,0.68264,0.370514,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.12,0.05,1778.62,0.685915,0.367493,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.13,0.05,1778.61,0.686349,0.367094,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.14,0.05,1778.6,0.685751,0.367645,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.15,0.05,1778.59,0.687015,0.36648,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.16,0.05,1778.58,0.686328,0.367113,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.17,0.05,1778.58,0.687943,0.365624,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.18,0.05,1778.57,0.688948,0.364697,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.19,0.05,1778.56,0.688972,0.364674,0.6,96,28,1720,80,0.7,103,35,1925,74
8,11,720,0.2,0.05,1778.55,0.687571,0.365967,0.6,96,28,1720,80,0.7,103,35,1925,74
8,12,60,0.01,0.05,2998.32,1.11194,-0.0253623,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.02,0.05,3082.86,1.15105,-0.0614199,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.04,0.05,3255.61,1.23289,-0.136892,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.05,0.05,3346.21,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.06,0.05,1991.22,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.08,0.05,1898.71,0.707485,0.347603,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.11,0.05,1907.28,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.12,0.05,1908.15,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.13,0.05,1909.09,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.14,0.05,1909.89,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.15,0.05,1910.78,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.16,0.05,1911.53,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.17,0.05,1912.21,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.18,0.05,1912.69,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.19,0.05,1913.15,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,60,0.2,0.05,1913.5,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.03,0.05,3093.32,1.19357,-0.10063,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.04,0.05,3141.84,1.23546,-0.13926,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.05,0.05,3248.05,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.06,0.05,1984.09,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.07,0.05,1893.61,0.702984,0.351754,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.08,0.05,1897.76,0.707486,0.347602,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.09,0.05,1902.39,0.712862,0.342645,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.11,0.05,1906.58,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.12,0.05,1907.47,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.13,0.05,1908.23,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.14,0.05,1909,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.18,0.05,1911.78,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,120,0.2,0.05,1912.5,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.02,0.05,2992.91,1.15254,-0.0627985,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.03,0.05,3014.06,1.19357,-0.100632,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.04,0.05,3040.51,1.23546,-0.139262,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.05,0.05,3234.08,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.06,0.05,1949.54,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.07,0.05,1890.81,0.702984,0.351754,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.09,0.05,1901.28,0.712862,0.342645,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.1,0.05,1903.54,0.715062,0.340616,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.11,0.05,1905.5,0.714446,0.341185,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.13,0.05,1907.56,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.15,0.05,1908.93,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.16,0.05,1909.58,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.18,0.05,1910.74,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.19,0.05,1911.15,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,180,0.2,0.05,1911.54,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.01,0.05,2942.17,1.11235,-0.0257379,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.03,0.05,2936.68,1.19357,-0.100632,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.04,0.05,2949.01,1.23546,-0.139262,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.06,0.05,1946.79,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.07,0.05,1888.09,0.702983,0.351754,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.08,0.05,1893.12,0.707539,0.347553,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.09,0.05,1899.05,0.712862,0.342645,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.1,0.05,1902.62,0.715062,0.340616,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.11,0.05,1904.47,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.12,0.05,1906.06,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.13,0.05,1906.97,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.14,0.05,1907.5,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.16,0.05,1908.64,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.17,0.05,1909.23,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.19,0.05,1910.17,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,240,0.2,0.05,1910.61,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.01,0.05,2931.32,1.11235,-0.0257379,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.02,0.05,2911.73,1.15254,-0.0627985,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.03,0.05,2887.5,1.19462,-0.101598,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.04,0.05,2919.16,1.23656,-0.140276,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.05,0.05,3180.55,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.06,0.05,1945.2,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.07,0.05,1885.81,0.703075,0.35167,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.09,0.05,1896.28,0.712862,0.342645,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.1,0.05,1900.3,0.715068,0.34061,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.12,0.05,1904.97,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.13,0.05,1906.25,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.14,0.05,1906.95,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.15,0.05,1907.41,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,300,0.2,0.05,1909.58,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.02,0.05,2885.75,1.15363,-0.0638042,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.04,0.05,2894.65,1.23656,-0.140276,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.05,0.05,3158.15,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.06,0.05,1943.39,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.07,0.05,1883.79,0.7066,0.34842,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.08,0.05,1887.68,0.710015,0.345271,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.09,0.05,1893.65,0.712862,0.342645,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.1,0.05,1897.72,0.715069,0.34061,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.11,0.05,1901.09,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.12,0.05,1903.49,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.13,0.05,1905.09,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.14,0.05,1906.17,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.16,0.05,1907.31,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.18,0.05,1908.01,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,360,0.19,0.05,1908.28,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.01,0.05,2900.06,1.11345,-0.0267482,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.02,0.05,2856.8,1.15363,-0.0638041,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.04,0.05,2884.65,1.23656,-0.140276,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.05,0.05,3131.44,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.07,0.05,1882.16,0.706617,0.348403,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.09,0.05,1891.03,0.714505,0.34113,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.12,0.05,1901.24,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.13,0.05,1903.35,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.15,0.05,1905.89,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.16,0.05,1906.67,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.17,0.05,1907.11,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.18,0.05,1907.39,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,420,0.2,0.05,1907.9,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.01,0.05,2879.27,1.11329,-0.0266008,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.02,0.05,2835.47,1.15331,-0.0635064,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.03,0.05,2824.32,1.19417,-0.101189,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.04,0.05,2883.49,1.23604,-0.139792,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.05,0.05,3102.12,1.27102,-0.172051,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.06,0.05,1940.81,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.07,0.05,1880.63,0.706663,0.348361,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.09,0.05,1888.57,0.713536,0.342023,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.1,0.05,1892.72,0.715062,0.340616,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.11,0.05,1896.46,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.12,0.05,1899.28,0.714453,0.341178,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.13,0.05,1901.22,0.71445,0.341181,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.14,0.05,1903.09,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.15,0.05,1904.83,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.17,0.05,1906.38,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.19,0.05,1907.12,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,480,0.2,0.05,1907.32,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.02,0.05,2803.04,1.15294,-0.0631641,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.03,0.05,2807.54,1.19398,-0.101009,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.04,0.05,2846.52,1.23624,-0.139977,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.06,0.05,1939.68,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.07,0.05,1879.23,0.706824,0.348213,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.08,0.05,1881.62,0.711223,0.344157,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.1,0.05,1890.32,0.715067,0.340611,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.11,0.05,1893.93,0.714567,0.341073,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.12,0.05,1896.96,0.714793,0.340865,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.13,0.05,1899.31,0.714473,0.34116,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.14,0.05,1900.94,0.714682,0.340967,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.15,0.05,1902.71,0.714721,0.34093,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,540,0.16,0.05,1904.35,0.714447,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.01,0.05,2839.48,1.11273,-0.0260917,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.03,0.05,2785.13,1.19398,-0.101009,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.07,0.05,1877.92,0.706574,0.348443,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.08,0.05,1879.91,0.711129,0.344243,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.11,0.05,1891.67,0.714464,0.341168,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.12,0.05,1894.79,0.714827,0.340833,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.13,0.05,1897.13,0.714781,0.340875,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.14,0.05,1899.15,0.714649,0.340998,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.15,0.05,1900.67,0.714737,0.340916,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.16,0.05,1902.27,0.714539,0.341098,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.17,0.05,1903.73,0.714456,0.341175,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,600,0.18,0.05,1904.84,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.01,0.05,2821.94,1.11273,-0.0260917,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.04,0.05,2793.24,1.23588,-0.139652,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.05,0.05,3002.63,1.27102,-0.172051,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.06,0.05,1937.34,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.08,0.05,1878.42,0.711238,0.344143,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.09,0.05,1882.13,0.714171,0.341438,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.11,0.05,1889.46,0.714636,0.341009,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.13,0.05,1895.09,0.714736,0.340917,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.14,0.05,1897.04,0.714572,0.341068,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.15,0.05,1898.77,0.714446,0.341185,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.16,0.05,1900.2,0.714484,0.341149,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.17,0.05,1901.66,0.714699,0.340951,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.18,0.05,1902.93,0.714711,0.34094,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.19,0.05,1904.2,0.714507,0.341128,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,660,0.2,0.05,1904.72,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.01,0.05,2805.52,1.11273,-0.0260917,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.02,0.05,2722.08,1.15294,-0.0631641,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.03,0.05,2741.21,1.19398,-0.101009,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.04,0.05,2753.17,1.23588,-0.139652,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.05,0.05,2968.21,1.2714,-0.172399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.06,0.05,1936.28,0.754781,0.30399,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.07,0.05,1875.4,0.706611,0.348409,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.08,0.05,1876.98,0.711146,0.344227,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.09,0.05,1880.23,0.714025,0.341573,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.1,0.05,1883.75,0.715067,0.340612,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.11,0.05,1887.19,0.714446,0.341184,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.13,0.05,1892.89,0.714623,0.341022,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.14,0.05,1895,0.714474,0.341158,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.15,0.05,1896.75,0.71481,0.340849,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.17,0.05,1899.83,0.7145,0.341135,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.18,0.05,1901.04,0.714836,0.340825,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.19,0.05,1902.11,0.714525,0.341112,0.6,96,28,1720,80,0.53,104,29,1702,75
8,12,720,0.2,0.05,1903.25,0.714852,0.34081,0.6,96,28,1720,80,0.53,104,29,1702,75
8,13,60,0.01,0.05,2005.29,0.882157,0.186532,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.02,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.03,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.04,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.05,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.06,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.08,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.09,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.12,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.13,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.14,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.16,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.17,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.18,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
8,13,60,0.2,0.05,1778.77,0.68264,0.370514,0.6,96,28,1720,80,0.51,103,28,1726,78
