v0;v1;v2;v3;v4;v5;v6;v7;v8;v9;v10;v11;v12
102.9390948590859;102.9776875602379;102.96731089262094;102.95025331262666;102.97417158623267;102.97364413923967;103.95249368080539;95.95206170594189;95.96650538071553;102.98339808040208;102.93796095140758;103.95152291656309;103.0
102.93812068416955;102.97687666832289;102.9670630955053;102.94910340023952;102.97329609229922;102.97248698273866;103.95119436788423;95.95189592380007;95.96698447352374;102.98377448453806;102.93956706790686;103.95234271916782;103.0
102.93758620470493;102.9766176302194;102.96601518361503;102.94835405583402;102.97267508610925;102.9715340511806;103.9494531281362;95.95121684891919;95.96707837466197;102.98394671903874;102.9410552947606;103.9533784267195;103.0
102.93728529235153;102.97643014375;102.96552680443806;102.94712015316797;102.97226972781934;102.9708479288553;103.94767648363997;95.95005286349713;95.96680947794475;102.98393806520183;102.9421818999304;103.95446377565649;103.0
102.93710844468968;102.9763347550159;102.96521615387874;102.94612893977636;102.97161052855547;102.97039512370064;103.94613027467236;95.94860338269524;95.96619822988934;102.98375412288506;102.94283597642178;103.95542253874753;103.0
102.93699748847109;102.97627508246931;102.96504824188838;102.94540137204741;102.97107650797115;102.96970988129617;103.94491903210918;95.94709932094405;95.96534039132969;102.98340674934435;102.94295992565286;103.95612874856786;103.0
102.93692151858112;102.97623760043615;102.96494739091327;102.9449178800154;102.97068385465255;102.96913021240478;103.9436623268818;95.94571622890771;95.96437205793916;102.98295767064997;102.9425366348946;103.95650130840615;103.0
102.9384232815342;102.97621111332762;102.96488477606633;102.94460560869324;102.97042241703475;102.9686981484084;103.9424807382694;95.94437983489762;95.96341883022887;102.9824752835367;102.9416442357087;103.95649624941223;103.0
102.93764578362104;102.97692203709141;102.9648419007557;102.94440604300432;102.97025345807343;102.96840691508426;103.94147497936518;95.94310332455383;95.96249163481461;102.98201778691066;102.940426732643;103.95612579539838;103.0
102.93721565055911;102.97638378671817;102.96571936720004;102.94427609955635;102.97014545491045;102.96821777444262;103.94069016511457;95.94193951644345;95.96160015190515;102.98156773738332;102.93905250983002;103.95545492103416;103.0
102.93853185586433;102.97631340270686;102.96518903109967;102.94495298488121;102.97007515766438;102.96809664106121;103.94011325383211;95.94093814450218;95.9607712355144;102.98113940507852;102.93759623169151;103.95458266534149;103.0
102.93765306544705;102.97694799864134;102.96501738198401;102.94482536177135;102.97043284944614;102.9680179498419;103.93970584202924;95.94012096146498;95.96003637565684;102.98074538544462;102.93612246214313;103.9535849059058;103.0
102.93716906262354;102.9763808654426;102.96577948846894;102.94462095347812;102.97037003011164;102.96836476060578;103.93942451084907;95.93948271354425;95.95941625148569;102.98040223097095;102.9346873962582;103.95252281109273;103.0
102.93689477104118;102.97629226199068;102.96519493178631;102.94516578420621;102.97026088531744;102.96832952751285;103.93960385068897;95.93900087106749;95.95891576178029;102.98011724410762;102.93334793546428;103.95144740189338;103.0
102.93673187083503;102.97618522345522;102.96499202233727;102.94493043166868;102.97054808922385;102.96821913481702;103.93966261634256;95.93881403251108;95.95852661010645;102.97989069810227;102.93214817676139;103.9504053722173;103.0
102.93506184935373;102.97613493723777;102.96482670612512;102.94464905194226;102.97042724566612;102.968493962054;103.93958981097843;95.93873671680564;95.9583074755592;102.97971668466683;102.93111459592214;103.94943616455261;103.0
102.93415555185297;102.97536382571973;102.96473794172657;102.94437763870307;102.97027654045516;102.96839593514825;103.93980859256456;95.93866085629288;95.95819647249816;102.97963870406137;102.93025440983762;103.9485686522133;103.0
102.93365495795196;102.9751269217902;102.96376473600449;102.94417529983225;102.9701307151325;102.96823969961247;103.93982901600592;95.93871750177091;95.95812393913361;102.97959482331471;102.92963406836222;103.94781895385499;103.0
102.93180078242477;102.97494992812528;102.96331573116532;102.94326157478417;102.97002155304602;102.96808379016686;103.93969393537286;95.93875821376795;95.95812373566822;102.97956310237178;102.92920435552712;103.94722181737991;103.0
102.93079459259539;102.97412335797887;102.96302437489699;102.94245408711299;102.96953596826171;102.96796407571938;103.93947975101324;95.93871983430287;95.95814175319687;102.97957662574036;102.92890479690674;103.94677275697832;103.0
102.93023887685467;102.97385313628938;102.96195006398628;102.9418291676804;102.96910162069722;102.96747579500173;103.93925888292658;95.9386017624996;95.95813100324776;102.97958337522793;102.9287469080953;103.9464447854018;103.0
102.92992246235474;102.97365841903397;102.96144358089323;102.94063162455524;102.96876469094607;102.96700964393379;103.93869133993778;95.93843637349929;95.95807478265723;102.97957296460973;102.92866314828119;103.94623036962116;103.0
102.93130622291814;102.97355752470165;102.96112106318243;102.93964227513366;102.96812567448916;102.96664130585603;103.93796738132272;95.93808810491039;95.95798163339117;102.97953821027347;102.92859871489162;103.9460982202956;103.0
102.93044813792318;102.97423126764681;102.96094441938212;102.93890558791092;102.96759291218943;102.9659824888219;103.93725464757688;95.93756753446137;95.95779431188201;102.97948816878313;102.92851091858905;103.94601148920461;103.0
102.92997099861478;102.97366427516283;102.96175441351703;102.93841044739777;102.96719544383635;102.96540609824149;103.93627711524404;95.93695625788429;95.95749749480049;102.97937898531852;102.92838744955951;103.94593579437525;103.0
102.93127227391058;102.97357886315356;102.96117764357544;102.93885873370546;102.9669277697654;102.9649695359834;103.93524113180516;95.93617496581751;95.95712207599645;102.97921885752861;102.9281583401861;103.9458504079485;103.0
102.9303672994231;102.97421013324295;102.96097993388706;102.9385845538585;102.96716169391381;102.96467180252066;103.9343055240319;95.93527277008307;95.95664362433878;102.97902581625631;102.9277939153938;103.9457170331361;103.0
102.93144320620583;102.97363151360834;102.96173375890743;102.93828928337638;102.96701956387311;102.96487961952685;103.93355046364074;95.93434870251444;95.95607541490813;102.97877504194233;102.92730239278063;103.94550599692539;103.0
102.93041645214284;102.97427746340593;102.96113361857076;102.93878435886032;102.96686121330804;102.96475542754096;103.93335841522075;95.93349401852616;95.95546609141032;102.97848649227322;102.92665315829521;103.94520718261427;103.0
102.93142959333119;102.97363813476096;102.96184187935955;102.93851253712039;102.96712139473834;102.9645896323194;103.93314468190586;95.93293217529498;95.95487321369814;102.97818552058258;102.92585662825834;103.94480335716071;103.0
102.9319484667894;102.9742694613439;102.96115900129062;102.93898032493094;102.96698086643389;102.964833526711;103.93288113011091;95.9325233222776;95.95441619727303;102.97790137890199;102.92495520406948;103.94429097343566;103.0
102.93220470408801;102.97435874367405;102.96183595198275;102.9386260785567;102.96722682917226;102.96471369685646;103.9329736752926;95.93217701528123;95.95407467799414;102.9777048125161;102.92401578081606;103.9436859076263;103.0
102.93073840647591;102.97445714746773;102.96205436553277;102.93902875719976;102.96704243894757;102.96494710840128;103.93290934046946;95.93202629847492;95.95380134887569;102.97755112986502;102.92317904948673;103.94302298034162;103.0
102.92993789799152;102.97374529828417;102.96221140120309;102.93940189610878;102.96725331629261;102.9647831986892;103.93309385879226;95.9319134594514;95.95363877279016;102.97742656625456;102.92246436417527;103.94237607523591;103.0
102.92949107731876;102.97354355686277;102.96135089647166;102.93970951641114;102.96745384644936;102.96497859823513;103.93303544182373;95.93193406405666;95.95353176798156;102.97736675911408;102.9218635015455;103.94178680596723;103.0
102.92764613895625;102.97338320461041;102.96096349671808;102.93913052049287;102.96761952398026;102.96519149610086;103.93318758250476;95.93191913594733;95.95350349081217;102.97731784006466;102.92142253265848;103.94127072236479;103.0
102.92505521098958;102.97255690028736;102.96070260837048;102.93853231270114;102.96731497715525;102.96537135980002;103.93346354706271;95.93197954725572;95.95348696660432;102.97731917923471;102.92109172234514;103.94085390630794;103.0
102.92365273876726;102.9715432241142;102.95963346581281;102.93803146674506;102.96699394169937;102.96508478163433;103.9337719821665;95.93213776177261;95.95350802657659;102.97730706897555;102.92089791689197;103.94052771527139;103.0
102.92447086658083;102.97113279040599;102.95820308466388;102.93689666112725;102.96672427029843;102.96474597012494;103.93366260520253;95.93236501041449;95.95358568738801;102.9773269855146;102.9207659453645;103.94029928908904;103.0
102.92488179862853;102.97161677220582;102.95746572734306;102.93515980432659;102.96611939676232;102.9644538035862;103.93329121641446;95.93244194217942;95.95371381946497;102.97737260940748;102.9207163314617;103.9401408713473;103.0
102.9250763365544;102.97169138452054;102.95795075480075;102.93372255716343;102.96519104018046;102.96383454429291;103.9328294659458;95.93231698086541;95.95379282219902;102.97744238500107;102.9207521858813;103.94004829302116;103.0
102.92674836855088;102.97176442678213;102.95812048646496;102.93345427728701;102.964417085366;102.96287093546132;103.93201695410845;95.93203897737531;95.9537649387305;102.97746746489231;102.92087312586243;103.94002093956348;103.0
102.92761503328084;102.97253094094687;102.95823825692108;102.93347079874545;102.96426455688285;102.9620330971556;103.9307046360331;95.93151748669547;95.95363166927203;102.97743719819383;102.92098052469251;103.94005837345685;103.0
102.9296483560188;102.97275036285247;102.95921032730443;102.93357761586262;102.96427126365846;102.96181801511936;103.9292542140278;95.93063492129909;95.95335335466079;102.97735722061034;102.92100080747578;103.94011971391943;103.0
102.92911329625879;102.97365061882512;102.95963742103436;102.93444537596991;102.96432794861981;102.9618080458772;103.92831321146006;95.92948926978355;95.95286387876985;102.97719742339739;102.92089849906165;103.9401560031731;103.0
102.92880718526128;102.97317985455368;102.96082490366487;102.93521283382805;102.96478847502583;102.96186319873209;103.92782336396685;95.92842743155956;95.95218365002916;102.97692463128173;102.9206095782466;103.94013032209423;103.0
102.92702497782706;102.97315118133633;102.96042769877188;102.93657259048949;102.96520127749473;102.96232177659303;103.92762455930124;95.92761592684414;95.95147393204282;102.97656738115141;102.92004875298473;103.93999945708794;103.0
102.92445529651735;102.97232215767697;102.96032903881935;102.93687827877096;102.96592725756709;102.9627643830502;103.92795007375881;95.9270750162796;95.95086511846614;102.97622593530288;102.91920635025157;103.93970855567052;103.0
102.92306372010843;102.97131911185554;102.95928224402515;102.93693912203358;102.96609896246044;102.96351471855913;103.92852848936342;95.92692131167134;95.95041182349841;102.97594810880236;102.9182199476212;103.9392286591458;103.0
102.92229801246233;102.9709111949057;102.9578686296157;102.93608737320722;102.9661335031496;102.96374197187106;103.92952263695062;95.92709707218583;95.95018496100333;102.97575142049861;102.91723927706649;103.93860333406877;103.0
102.9202626712981;102.97065158714963;102.95713706108162;102.93449778759893;102.96568268394978;102.96379357133688;103.930241985286;95.92764373607918;95.95018368557949;102.9756778184775;102.9163779600853;103.93791417361854;103.0
102.91915248068943;102.9697601877574;102.95669813085854;102.93313469090472;102.96483442337617;102.9633528006059;103.9306574093069;95.92827250204185;95.95042611291741;102.9757086394032;102.91576316903014;103.9372451852252;103.0
102.91853379125456;102.96945701748609;102.95551979467348;102.9321242513135;102.96410083050142;102.96248197286148;103.93045909006655;95.92880965948977;95.95079027190842;102.97586456824256;102.91544347116248;103.93668706428406;103.0
102.91817621065164;102.96924080471182;102.95495582024435;102.93065789686067;102.96355562477135;102.96169110728565;103.92954684053659;95.92901871857107;95.95115631645803;102.976051560071;102.91547716586528;103.93630112864787;103.0
102.91795732636953;102.96912584913588;102.95459744425915;102.92949371070357;102.96277138944605;102.96109225782743;103.92834446858484;95.92872296218235;95.95137725105067;102.97622648458281;102.9157643443529;103.93613933824436;103.0
102.91781209563815;102.96905123539119;102.95439762076461;102.9286445863412;102.96214404449108;102.9602724045842;103.92717275370458;95.92801554925055;95.95132313892043;102.9763053257245;102.91618425593647;103.93618413825568;103.0
102.9177059578799;102.96900132361932;102.95427312232113;102.9280770289178;102.96168573411597;102.95959028645936;103.9258108885306;95.92709313862423;95.95098991499762;102.9762335891637;102.91654538231644;103.93637773266144;103.0
102.9192310235809;102.96896371967746;102.9541912954467;102.92770529184737;102.96137887472477;102.95908554731388;103.9244801798953;95.9259653394483;95.95046353163227;102.97603191555646;102.91665652372963;103.93661481628753;103.0
102.92001471720502;102.96968831430092;102.95413154520963;102.92746157330386;102.96117779925599;102.95874389761578;103.92333055912749;95.92473743479766;95.9497783267348;102.97575140395797;102.91643405287735;103.9367685865753;103.0
102.92040441878552;102.96987904145529;102.9550233082711;102.92729665373727;102.96104597144192;102.95851918366758;103.92242528682358;95.92353565765033;95.94899308821365;102.97539400564321;102.91590152367534;103.9367468248331;103.0
102.92219873252952;102.97001528697804;102.95540198054717;102.92796897967541;102.9609568229842;102.95837180226503;103.92175369306759;95.92245874714159;95.9481844639545;102.97499991230136;102.9150756640235;103.93651726601485;103.0
102.92474278972853;102.9708237390287;102.95563150396147;102.9286037663538;102.96131184506613;102.95827248897251;103.92127345253729;95.92155677453597;95.94742313418519;102.97460530610569;102.91402381426232;103.9360721229697;103.0
102.92283970305087;102.97181978168702;102.95667345490983;102.92909546237325;102.96165293851988;102.95861506944846;103.92093570001526;95.92083846320358;95.94675606963031;102.9742439314921;102.91283752680417;103.93543562770857;103.0
102.92341907778851;102.9706838827984;102.95807759431398;102.93020304855585;102.96191803131248;102.95897798733824;103.9210822007775;95.92028659808314;95.94620357748856;102.97393403435888;102.91161919268112;103.9346565742935;103.0
102.9204652568265;102.97123297304604;102.95688747256673;102.93190501625094;102.962508421345;102.95926749674443;103.92149496530257;95.92004593732247;95.94576511394288;102.97368192740322;102.91045546498759;103.9337994076278;103.0
102.92048618587361;102.96971328848349;102.95738166990418;102.93170494040665;102.96341809814348;102.95987226042978;103.92197536610088;95.92009852598565;95.94550480055486;102.97348451107771;102.90940663217076;103.9329292051215;103.0
102.91722857814841;102.97009411110902;102.95556987316631;102.93202641525112;102.96332429939245;102.96081632230974;103.92278387210283;95.92034469292918;95.94543709338917;102.97338787679332;102.90850393434755;103.93210045747958;103.0
102.91546577199654;102.96847298987934;102.95575617459954;102.93065398197454;102.96349336779487;102.96079658957217;103.92407590983589;95.9208466432795;95.94552276994544;102.97338225517728;102.90783172247714;103.93135085510193;103.0
102.91449711012271;102.96804182907603;102.95376938687049;102.9301649429058;102.96276847978534;102.96096185929052;103.92471742434653;95.92170914850821;95.94577574455644;102.97344447854132;102.90742594460274;103.93073234634251;103.0
102.91395035912899;102.9676926912496;102.95291799061357;102.92826402923275;102.9624996445713;102.96025947860213;103.92519896350464;95.92247836145378;95.94624743248617;102.97359424111188;102.907274765175;103.93028340681622;103.0
102.91362774430895;102.96752144891241;102.95234869444758;102.92665367669007;102.9614888754311;102.95994010029415;103.92479082883436;95.92312346520293;95.94675419181736;102.97385894412584;102.9073993272024;103.93001667125156;103.0
102.91342417823776;102.96741191727025;102.95204540596895;102.9254172543298;102.96062209810803;102.95891831622916;103.92428497945664;95.92329781289803;95.94721808287822;102.97409860157643;102.90785130080542;103.92994661273767;103.0
102.91491226664218;102.96734316546777;102.95186106531877;102.92458045554802;102.95995537247583;102.95798441888239;103.92307514149229;95.92316631254774;95.947457831871;102.97431912912117;102.9084612174208;103.93010113226359;103.0
102.91404360834493;102.9680580244909;102.95174631312831;102.92403170690399;102.9595030639794;102.95725465547847;103.92158761699665;95.9225468721898;95.94748328447469;102.9743914520332;102.90913725429847;103.9304230366421;103.0
102.91518072660406;102.9674759969313;102.95261723580334;102.92367700834481;102.95920625049985;102.95675216242333;103.92014836556581;95.9215307718172;95.94721698743182;102.97437805623753;102.9096406221705;103.93084841669976;103.0
102.91738742199627;102.9681515292472;102.95203146936765;102.92424248494974;102.9590143373005;102.95642059592606;103.91894539418429;95.92031595524888;95.94667239917068;102.97419795755128;102.90991932138562;103.931249688727;103.0
102.92016609751084;102.96902176920796;102.95277876747177;102.92401597915355;102.95931136805727;102.95620569800255;103.91802225292817;95.91909736190291;95.94594217052872;102.97389544224608;102.90982685208505;103.93154732061082;103.0
102.9232521791476;102.97011278809812;102.95397969239443;102.92453781852491;102.95919534484393;102.95648215319714;103.91735066295378;95.91800302730961;95.94514532045397;102.9735160974517;102.90933982211962;103.93164468021665;103.0
102.92486910967627;102.97129410789263;102.95552717572328;102.92579324753933;102.9594702737908;102.95638901394737;103.91726506860145;95.91709136040785;95.94438036779721;102.97312335482401;102.90850954282594;103.93148812732572;103.0
102.92897916554509;102.97176420450842;102.95724194740966;102.92768530062808;102.96013912715927;102.95665305539511;103.91713462496946;95.91654584976753;95.94370772686784;102.97275864893066;102.90745702536861;103.93107440686086;103.0
102.92786826710928;102.97357745625283;102.958098637216;102.93001760472382;102.96115056970336;102.95733325983448;103.91731386008036;95.91618365680735;95.94323005007655;102.97244629554494;102.90631308157471;103.93045194965929;103.0
102.92725503670829;102.97261367973059;102.96048983906023;102.93183545776604;102.96239986822036;102.9583835332082;103.91803877317064;95.91606321530688;95.94290202244572;102.9722474682392;102.9051898559911;103.9296967577865;103.0
102.92362588299319;102.97256129156811;102.95967034432695;102.93470172904979;102.96337978718923;102.95969699897536;103.91938699059969;95.91632357727022;95.94273375083466;102.97210417883167;102.9042411173283;103.92888968443735;103.0
102.92167005056044;102.97087166062785;102.95947521275447;102.9353611333289;102.96491157481557;102.96076501156404;103.92129865359462;95.91707710894485;95.94279054682514;102.97204846783498;102.9034749825546;103.9281309579381;103.0
102.91731823020821;102.97036666219289;102.95734269138563;102.93550726527788;102.96528150298745;102.96235853085662;103.92326955644279;95.91835926449222;95.94314518107635;102.97211211645399;102.90294204034748;103.92746955422116;103.0
102.91332952734591;102.96844850824208;102.95637635597332;102.93378255074235;102.96536389222526;102.96284636251515;103.92576006852711;95.91996209224463;95.9438388661698;102.97233222377298;102.90271763938931;103.92694863422851;103.0
102.91117463342496;102.96704568360937;102.95383729979072;102.93215844292769;102.96445119124391;102.96296526056061;103.92748634967529;95.92197785395494;95.94479363845129;102.9727215697474;102.90289937972283;103.92661892394258;103.0
102.91164033205183;102.96637730417049;102.95168977225646;102.92925903588315;102.96357844200692;102.96207401729828;103.92847872417126;95.92387811329529;95.9460232107607;102.97322022897917;102.90356328019641;103.92654377120395;103.0
102.91020719587621;102.96675895692927;102.95051782700344;102.92608893787832;102.96203053661428;102.96114429493431;103.92815557537116;95.92538273482934;95.94729761434176;102.97386359368723;102.90466869957686;103.9267833703856;103.0
102.91270796409722;102.96599347649837;102.95080662036283;102.92361189791032;102.96033015127996;102.95954554184466;103.92712474663679;95.92607331013747;95.94841193159711;102.97447589875578;102.90624217052697;103.92734836703526;103.0
102.91235612314766;102.96735351083484;102.94990034645504;102.92268927249202;102.95899492271717;102.95774477327838;103.92510949325035;95.925991719041;95.94910857818299;102.97498984948588;102.9080482305701;103.92825455365468;103.0
102.91378768715377;102.96685639327193;102.95144815893111;102.92149305540408;102.9584881693662;102.9562886642257;103.92240340583393;95.92503629140751;95.9493160436396;102.97525465307841;102.90985137514534;103.92941200945961;103.0
102.91286492063584;102.96764932531055;102.95107538175355;102.92223174991344;102.95784757718954;102.9556764452323;103.91966548183211;95.92328311175892;95.94896414472701;102.97528536741237;102.91129674480734;103.93068266357884;103.0
102.9123413696799;102.96702285046409;102.9520024791198;102.92226587070088;102.95823036223244;102.95499727021236;103.91769710037154;95.92107208616218;95.94806213779992;102.97502651700393;102.91219586818397;103.93185729220737;103.0
102.91037432748692;102.96693020418216;102.95137034371622;102.92306152730804;102.95825357771814;102.95532251725814;103.91605936918569;95.91895404635274;95.94676427984265;102.97450846250182;102.91235794641041;103.93276290152485;103.0
