phi0;phi1;phi2;phi3;phi4;phi5;phi6;phi7;phi8;phi9;phi10;phi11;phi12
333.48;333.83419898122884;333.97024293194653;334.18584063836914;334.52467155510925;334.70205990351246;334.8886843418825;335.23127457040795;335.5975062953433;335.8384406312128;335.9455822262074;336.0847815475386;335.84120657382397
333.33;333.66806740077993;333.80100951499094;334.0044144638469;334.3451469438735;334.52705032606485;334.7164413566485;335.0635279425047;335.4347366398165;335.68173537211067;335.7923102222568;336.02788658683573;335.97397280687596
333.19;333.5095020898495;333.6356346627719;333.8332485346626;334.1646148171105;334.3475862612592;334.5416449753751;334.8935797083755;335.2697549965668;335.5210857901307;335.63412675607555;335.9315994219483;336.0033597728918
333.06;333.3596445522607;333.4787306167452;333.6669558156696;333.9890452333032;334.16706845716607;334.3625406066122;334.72125761688756;335.1025659795929;335.3576186073249;335.4724153742378;335.81001337200826;335.964245116193
332.92;333.2191008870382;333.3305921548865;333.5085636956597;333.81839086079157;333.9914325179144;334.1821317231628;334.5456146363384;334.9330955961683;335.19173071936916;335.3081922215708;335.6720268887926;335.88017749881766
332.78;333.0788122196205;333.1919013265245;333.3588000624927;333.65423346362803;333.8207113427837;334.00612797638337;334.3676380686818;334.7608818362439;335.02351275305966;335.14158757258787;335.5233166875075;335.7667201432484
332.63;332.93865894721193;333.0512228481294;333.21835423075476;333.49770239203883;333.65646592560904;333.8349997213586;334.1906274773492;334.58610682843846;334.8526958965941;334.97267498354057;335.36729248577444;335.6340474000773
332.47;332.79388721878377;332.9111977056838;333.0777126260945;333.34969384979473;333.4998314049411;333.67022390628506;334.01649712601676;334.4103382279544;334.67930463275303;334.80103823415885;335.20600041144866;335.4886463985705
332.31;332.6419729039626;332.7652679937188;332.9375897764025;333.20558857180544;333.35170718865686;333.5129620098834;333.8469471502535;334.23529773820434;334.50436713369703;334.62689155437;335.0404801564453;335.3345835963657
332.14;332.4862661229601;332.6118936670897;332.79258043313104;333.0635933252699;333.207548016859;333.36413363545387;333.683413936513;334.0626974768929;334.32936264882375;334.45161356368504;334.87143402147007;335.17427564169213
331.96;332.32385532758263;332.4556178573633;332.64053192902765;332.920001103612;333.06552375216864;333.21961465055;333.52708083241623;333.8941270145018;334.15592188659224;334.27672683825847;334.69984073912144;335.0092047375879
331.78;332.15319458650333;332.2917103625878;332.48492613342773;332.7719284442386;332.9219525567535;333.0773981403952;333.37653241944975;333.7309953780193;333.98564879905376;334.1039086435137;334.52690132726076;334.8405786587592
331.6;331.97815340977365;332.11940209040546;332.3223344308419;332.6198644626876;332.77394026183936;332.93393133828863;333.23006365757743;333.57345628532175;333.8200205577306;333.9347313660224;334.3540114604911;334.66960149693614
331.42;331.8007863733134;331.9436941905857;332.15156620318703;332.46222252194633;332.6219306132509;332.78626932328615;333.0850647818428;333.42083733965757;333.6596535512858;333.77063118193826;334.1826390409265;334.49758177057197
331.23;331.6221843858303;331.76592238890635;331.97664122526265;332.29762580984647;332.46436420133165;332.63459470739343;332.9387619207793;333.2716050917399;333.5043259339666;333.611871515866;334.01423900332424;334.3259148739099
331.04;331.43823633601005;331.5871178681716;331.79932063584516;332.12755681698576;332.2998617652878;332.4774823227665;332.7898288219463;333.1236747935352;333.35296278455087;333.4580215862043;333.8497792763076;334.156028655142
330.85;331.2514497121074;331.40191499603833;331.6207513133748;331.95364567162835;332.1298674197408;332.31354937097166;332.63689079974904;332.9752988061624;333.2038323838903;333.30772913383896;333.6896560934479;333.9891002725488
330.66;331.06315590360526;331.2147419979117;331.4365998371848;331.7772664591792;331.9560087985188;332.14402212207574;332.4785691962046;332.82489524775644;333.0551926585388;333.15909906099574;333.5335510266236;333.8258812231437
330.47;330.8740618322422;331.02617475499426;331.2499057404109;331.59676922633236;331.7796633871014;331.97049728044163;332.31476083599085;332.6709725581779;332.9054057246966;333.0104551797031;333.38050121527573;333.6665398162355
330.28;330.68454284899565;330.836952157851;331.0616353850358;331.41298867566405;331.5992218300208;331.79436922476026;332.1461948765882;332.5126562372059;332.7529288684243;332.86017609823546;333.22925224041865;333.51062779055513
330.09;330.4947982522445;330.6473608678498;330.8725637151009;331.22682926756374;331.4154860551286;331.61426007011715;331.97392619584383;332.3497845213758;332.59665398633103;332.70675297781116;333.0783996902406;333.357257469726
329.91;330.3049338625305;330.4575788701765;330.68305478318206;331.0391268400757;331.22935914785677;331.43080376596106;331.7978184883317;332.18273637669495;332.43608848066907;332.5492502538882;332.9264964704778;333.2052595186438
329.72;330.119696212983;330.2676943799888;330.4933160655385;330.85046726260634;331.04167784803445;331.2448826578541;331.6181125979054;332.0116617596446;332.27130662442573;332.38736605053305;332.7723045644908;333.05331320308164
329.53;329.93222485625597;330.0835903799695;330.30345467982266;330.6612359184809;330.85303138923086;331.05733700004566;331.43536347471644;331.83675102109385;332.10243191562495;332.22133659374066;332.6149685845795;332.9001428759671
329.35;329.74356747832167;329.8952975183452;330.11843815298545;330.4716707560231;330.6638078883951;330.8687753699926;331.2502657658381;331.65835655603723;331.92963133381613;332.0512368458806;332.4540793184827;332.74470196242254
329.16;329.5589707102564;329.7065512125188;329.9306645797179;330.28451562169755;330.4742473076067;330.6796028735361;331.0634719750286;331.4769828715043;331.7531924539599;331.8772734050106;332.2894254507128;332.5862912969626
328.97;329.3718396394167;329.5229667712987;329.7420724488232;330.0970328165335;330.28705991633615;330.49007219888796;330.8755134695897;331.29320025084843;331.5735439450457;331.6997687111464;332.120966479652;332.42447762814726
328.78;329.18336294151175;329.3349704598996;329.5576943051547;329.9089622513372;330.0995810726611;330.30270423201665;330.68678516378475;331.1075616814001;331.39120658296616;331.5191971707523;331.94881024887394;332.2590417820073
328.59;328.9941717622052;329.1463765662529;329.3702714615168;329.72284806174457;329.91151844242773;330.11523393261143;330.4987229373069;330.9205498957933;331.2067220941427;331.33609952433596;331.7732144272607;332.08994283312956
328.39;328.80460121800155;328.9570396723288;329.1818631754696;329.53604050092434;329.7253781243208;329.9272169479437;330.3109505432941;330.7330712475771;331.02059383505366;331.15101792280956;331.594552383605;331.9173026119013
328.19;328.6101388980827;328.76741212648693;328.9926734628593;329.3483848192276;329.53857951119977;329.7409320121627;330.12305838737865;330.54546204567356;330.83358727409325;330.9644390194921;331.41326647304174;331.74138005559723
327.99;328.4130792145558;328.5717703085445;328.8031153121538;329.1599163536621;329.3509353227598;329.5541729834962;329.9359531942409;330.3577270864314;330.6461887515439;330.7772483281576;331.22981715670994;331.56253407768435
327.78;328.21464042084335;328.3743647206117;328.6084377355872;328.9708705343445;329.16247791071896;329.36659700629326;329.749017497831;330.1702720232356;330.4585714083813;330.5897603227241;331.04483862757945;331.38117894256203
327.57;328.01077902126747;328.1756738646197;328.41146452854076;328.77884081072307;328.97343998192036;329.17820751844243;329.56176829293497;329.9830477897225;330.2710596131646;330.4020872924837;330.85883439980125;331.19784879183777
327.36;327.80403840564566;327.97055105223706;328.2130459142935;328.5841918546285;328.78145037815295;328.9892195591076;329.37396075740185;329.79581245781685;330.08373484995025;330.2146449179022;330.6721480821278;331.013061072908
327.15;327.59576902594847;327.76341575514874;328.0089856954061;328.3875456002329;328.5868370838711;328.79746126485736;329.1855752365798;329.60832281318795;329.8964682534407;330.0273707929154;330.4851527411943;330.8272384783528
326.95;327.38668792543524;327.55486970312427;327.8023377881634;328.18697116506235;328.3902180913928;328.6030679795385;328.99553826360835;329.4204350013621;329.7090565849836;329.84010743783347;330.2980434528105;330.6407766509708
326.74;327.1818661753449;327.34565807145793;327.59409258588374;327.98317878944204;328.1896966985572;328.406620502128;328.8033682563425;329.2315920068049;329.5213352297826;329.65263191222886;330.11087119272065;330.4539619098352
326.53;326.9746156468361;327.14190728281494;327.3850341301169;327.7770271486678;327.98594818669073;328.2064130490116;328.60910381925066;329.04127033993274;329.33288435304917;329.4648047137294;329.9235749788689;330.2669522946365
326.33;326.76607552104326;326.9338029530345;327.18044209358015;327.5693353744356;327.77982877178306;328.0029374144323;328.41192943080966;328.8491963307407;329.1432167022417;329.2760853088674;329.7360617355777;330.07978646214264
326.12;326.5615410098071;326.72515650985696;326.9728944508007;327.3632859509371;327.57215808282916;327.7970217317005;328.2116696864441;328.6548554863269;328.95198394028984;329.0860093855001;329.5480554976763;329.8924312652729
325.92;326.354442995189;326.52162515109933;326.76442216389546;327.15644271784015;327.366086918223;327.58948628516157;328.00864055606115;328.4578840197123;328.7587296612895;328.8942785402688;329.35920331690585;329.70472120327054
325.71;326.1506741950776;326.313657010293;326.5601076841732;326.9487363543818;327.159254038535;327.38330228162505;327.8034049431913;328.2582202580896;328.56305769928815;328.70036833839566;329.1691745391534;329.5163886027363
325.51;325.9439827465667;326.11091268701784;326.3527186367087;326.7428271309688;326.9515593884605;327.176519404938;327.5977049582436;328.0560801181348;328.36478944485003;328.5039378407835;328.97755930630404;329.3271314611607
325.31;325.7404298189876;325.90325829249525;326.1492381398283;326.536133844401;326.74562622254433;326.9688950169704;327.39147474381906;327.85235782484983;328.16400289088887;328.3048783299342;328.7839759295238;329.13658898681535
325.11;325.5385433374042;325.7007059643396;325.9422452944418;326.3311428075132;326.5389431291654;326.7628315239069;327.18456188321517;327.64752089994727;327.9613069129773;328.1033481879666;328.58815429159637;328.944388997516
324.9;325.33754168097147;325.4989819235866;325.7389891588166;326.12509114163686;326.3339294018648;326.5561961775057;326.9780649087893;327.4417613369552;327.75721844921793;327.90015025291245;328.3899994159064;328.7502149439749
324.69;325.13231948998754;325.29815650100977;325.5370222860332;325.9205206466241;326.1278916547051;326.351057486726;326.7715001816071;327.23567403554813;327.55204309164867;327.69567836707165;328.1897832897621;328.55387105026875
324.48;324.9248563412229;325.09186166845797;325.33601594732886;325.7173296428131;325.9233014838972;326.14508902168876;326.56563370200433;327.0293745449077;327.346274599876;327.49020012584157;327.98782770628145;328.35541650575783
324.26;324.7162033214326;324.88411349568975;325.13055932376915;325.5152961518929;325.7200917173104;325.94039263824317;326.3597172860306;326.82326750361733;327.140160742986;327.28430666508524;327.78443230633974;328.1550536381187
324.03;324.5022281752233;324.6752397281959;324.92317435406187;325.3114489641525;325.5180424525786;325.7370683115758;326.1543982494492;326.6172451846899;326.93405131900636;327.07809791541547;327.5800158736048;327.9530378178618
323.8;324.28073681799196;324.46002004273487;324.71453655615176;325.1057273343205;325.3142193749168;325.534920789383;325.95005590698764;326.411535435694;326.72799854871926;326.87203125666355;327.37486686688453;327.7497134876588
323.58;324.0552546128318;324.23699863997496;324.50036007835814;324.89846061543483;325.1085232045967;325.3312268315871;325.7467882411172;326.2064334229356;326.52216888171097;326.6659844661321;327.16934278810373;327.54539457486777
323.36;323.832343751622;324.01091609413265;324.2787405673004;324.68753286173677;324.9012775467071;325.12568495363;325.54331184473716;326.0021466754608;326.31681248575956;326.46024828286295;326.9636050612661;327.340418758183
323.14;323.61079818505976;323.78877900139594;324.0533653978864;324.47094023659815;324.6903991697728;324.91857059060976;325.3388241014455;325.79822008402806;326.11215179613436;326.25505540645116;326.7578679653315;327.13502764455956
322.93;323.38997754270474;323.56737774435936;323.8307150805782;324.2496943086799;324.4738831724836;324.70798227209536;325.133050254332;325.59404409176915;325.9079685687482;326.0506238528035;326.5523533083288;326.92944794518996
322.72;323.1742321560992;323.34669874954744;323.60911585157055;324.0277042855602;324.2527006727539;324.49192306725655;324.9249190389242;325.38915794179707;325.7037900471358;325.8465475436688;326.3472813483324;326.7239036986828
322.52;322.9611815546501;323.1321569726735;323.3882910026459;323.80592131899164;324.0307214784919;324.2711353734055;324.71290594545223;325.18282954052023;325.4991512794358;325.6423250139063;326.1426163408707;326.5186168829782
322.31;322.7542521369408;322.919470160398;323.17275337938486;323.58464599705945;323.80893588051754;324.0492479972756;324.4965964374821;324.97397460937884;325.29341356306793;325.4375070326499;325.9381321873892;326.31366899839134
322.1;322.5458825098693;322.71394532445487;322.9596147228845;323.3664107109459;323.5876537158031;323.8274545561817;324.27755576996105;324.76180653298036;325.08564838993686;325.23137331922015;325.73351158842826;326.10897388128325
321.88;322.3367481814698;322.5048816782916;322.7528831212648;323.1508757995759;323.3693775711643;323.606132992033;324.05716722837417;324.5465839716384;324.87501953988385;325.022905712051;325.5282725339503;325.9043193820331
321.65;322.1225174770463;322.2957301061582;322.5441890965406;322.9400051932691;323.1538058999612;323.38762216452875;323.8363218395819;324.3290654190765;324.66140291013073;324.8113463268674;325.3217138726185;325.699346257292
321.42;321.9008904272477;322.08026028975087;322.33511004417636;322.730287816916;322.9428722525542;323.17182399920205;323.6166195504787;324.1100682726344;324.4452484444044;324.5968439390358;325.1131112646329;325.49350889876973
321.19;321.6753361740304;321.85713111296553;322.12065314298496;322.5209086472031;322.73313856605296;322.9605154875109;323.39882888507015;323.8907577294541;324.2272450806516;324.3799781619936;324.9020972386944;325.28616427638906
320.95;321.447696711712;321.6309852348216;321.89889849354046;322.3088391156472;322.52375464228345;322.75066044351297;323.18421215556845;323.6721226875057;324.0083915188971;324.1614850039627;324.68869142559845;325.076819559826
320.71;321.2142597294427;321.4029813956877;321.67344861079505;322.09163806586844;322.311721124625;322.54124021477963;322.97192694815897;323.45527356220026;323.7896800838458;323.94247626838273;324.4732062611997;324.8652612476684
320.47;320.9777444647223;321.1682189364699;321.4458495654024;321.87006649244995;322.0945893712541;322.32940807960114;322.7610445551672;323.24045284484856;323.5721799071658;323.72389283772566;324.25628090699274;324.6515625129056
320.23;320.7395947385548;320.9312760549481;321.21222248386607;321.64530135106156;321.87307733565234;322.1126847197468;322.5496971283364;323.02738249387903;323.35642246826023;323.5068590620636;324.0386778469352;324.4361050337917
319.99;320.5005771699248;320.6928319053284;320.975805145806;321.4158408401504;321.6483558182878;321.8915417039607;322.3357174179159;322.8150778869712;323.1424127288253;323.2916511570393;323.8213074705789;324.21947805563093
319.75;320.261098806982;320.4536744446211;320.73768223919495;321.182694356007;321.4189588570986;321.6670959492626;322.1182302510075;322.60202878961326;322.9295120186763;323.0781572944554;323.6048209614735;324.00244587090657
319.51;320.0213757782062;320.21411779393475;320.49868875193096;320.94691118711995;321.1858626539144;321.4380805326596;321.8973358659723;322.3870072168996;322.71651479652144;322.8655119693825;323.3895576372558;323.7857111194336
319.28;319.7815228403408;319.97435417533524;320.2592213608067;320.70942707794063;320.9501155171344;321.20529879869224;321.67246508129944;322.16937550537637;322.50220092359666;322.65236323598407;323.17536436824406;323.56977840378113
319.05;319.5462912713285;319.73447944702093;320.0195046932939;320.4708921557966;320.71265470068846;320.9697801786165;321.4437207621321;321.9485264280088;322.2857291068681;322.4375477057632;322.9615980324394;323.3547938141802
318.82;319.31351348923914;319.5003806294325;319.77965501710014;320.2317311031332;320.4741341822606;320.73246902963274;321.2116594594691;321.72416835428584;322.0664102913498;322.22036276567707;322.74740285923446;323.14047326228797
318.6;319.08203858308417;319.2679251289504;319.54464470721643;319.9922051933523;320.23498171913684;320.49404170634125;320.97702761058497;321.49638662325617;321.8438139095196;322.00012519823673;322.5319856781376;322.92622105097996
318.39;318.85594580504375;319.03668944991387;319.31178427779327;319.7550718082083;319.9954608172613;320.25494512316874;320.7405373373206;321.2655603954023;321.6178449428442;321.7765132157664;322.3145982597654;322.7113338456571
318.16;318.6374010968493;318.81185134095705;319.08029108113004;319.52020238622913;319.7582954156094;320.01545691968784;320.5027709047792;321.0322168140326;321.3887167819064;321.5495294364472;322.0946666743214;322.4950838407685
317.94;318.41348346034897;318.59484197932545;318.8543981625204;319.2871218079102;319.5233952046308;319.7781125207624;320.2641614205537;320.7969075210311;321.15684688410226;321.3194780000902;321.87185264455536;322.2768271043403
317.7;318.1914033309503;318.3692389907436;318.63598078613904;319.05784950608324;319.2902902251076;319.54302395838283;320.02617137545815;320.56013147637447;320.9227399812917;321.08682515360744;321.64608046844455;322.0560863086504
317.47;317.960918162062;318.14801830283653;318.4115166936086;318.83432852792356;319.0609665272196;319.3097661221163;319.78960201869813;320.3228158759672;320.6868970512643;320.8520921987669;321.41749595484055;321.8326030414523
317.22;317.7306605541732;317.9152729586363;318.18978193666806;318.61030785439243;318.8373677348107;319.08013925585857;319.5546541220667;320.08583193940314;320.4500962868434;320.6157713627562;321.1863983878739;321.6063392206576
316.97;317.491143081132;317.6856222622631;317.9587817345662;318.38749834037185;318.6133527186892;318.85607593446133;319.3223116263716;319.84975290947585;320.2131763860692;320.3787639624921;320.9531659133218;321.37744065352183
316.72;317.24670894016396;317.4436976770396;317.7289171459451;318.16034910992954;318.3905270389317;318.6320571958903;319.094022963666;319.6153345614295;319.976803393163;320.1418817351094;320.71839051278425;321.1461797888426
316.47;316.99966421868453;317.1986513014576;317.4889040307714;317.931761186625;318.1634357871384;318.4091395779087;318.8678250359415;319.3836405179791;319.74170171398674;319.90572799593605;320.4827539885759;320.9130032442405
316.22;316.75123336930153;316.95111906080996;317.2446554105155;317.6971197923199;317.93486793414144;318.1823699502265;318.6432332862456;319.154389192629;319.50881638325006;319.6710792870363;320.24690606301283;320.6784858302515
315.97;316.5020665339734;316.70246898562436;316.99764361296917;317.45738814969724;317.70030798579256;317.953940670148;318.41757515561477;318.92720878979196;319.27829463325264;319.4389531885643;320.01154829346683;320.44324318982785
315.73;316.2525089155797;316.45317608079284;316.74925319943554;317.2137992233444;317.46064569539203;317.7198531568092;318.19056015331466;318.7007049523799;319.04994611718064;319.20912219971564;319.7775114053519;320.20793779558494
315.48;316.0074341509863;316.20355388252045;316.50010333652546;316.96766629915396;317.21710942507684;317.4806204639242;317.96008215125926;318.47397393057315;318.82279739210696;318.98141197053366;319.5451935951117;319.9733238302588
315.24;315.7600492805328;315.95958851599846;316.25055600186437;316.7199348940576;316.9710113219154;317.2374158312963;317.72531748326094;318.2455775842114;318.5959203439549;318.75450500417327;319.3147590422088;319.73996143793545
315.01;315.5161281699004;315.7113694187405;316.0057059116341;316.47124134521033;316.7233018193354;316.99154070167054;317.4864202525438;318.0143508726778;318.3680551343656;318.52764083747195;319.0857663203133;319.5081949329272
314.79;315.27873654194167;315.4684968507389;315.75802079098014;316.22458419676207;316.4746214665108;316.74397255757987;317.2441063481614;317.7797150415072;318.1380035820484;318.2993446233059;318.8576436031202;319.27794034324245
314.58;315.0495021893916;315.2324423603269;315.51438544911053;315.9773823922582;316.2279371869694;316.49537791259684;316.9992197463701;317.5416667333535;317.90497038494846;318.06853730039586;318.62944997248184;319.0488477804924
314.37;314.8292894138573;315.00487185783487;315.27712941851644;315.73207022587854;315.9807423224555;316.24854641851414;316.75251753020996;317.30057918358307;317.66867532700047;317.83454574079747;318.4001880469864;318.82024520170256
314.18;314.6138667834962;314.7864540833217;315.0480237914723;315.49102648535234;315.73540490916594;316.00137955566436;316.5057520141254;317.0569962265284;317.42926320120057;317.5972588988379;318.1689929773933;318.5912832305784
313.97;314.41036824661046;314.57176215237934;314.8279120272606;315.25630797985;315.4943035906525;315.7559011632868;316.2587899817339;316.81199879879375;317.18713833962516;317.3569317202734;317.9353080167139;318.36110405693455
313.76;314.2038202985191;314.3709943710484;314.6123610704569;315.0293286428299;315.2594994918723;315.51446254338236;316.01255440207996;316.56612821343384;316.94314514233645;317.1140328562905;317.698908181264;318.12901397211823
313.53;313.9956532186126;314.16303628565566;314.40925020412465;314.80840446610966;315.03241522509677;315.27914718222166;315.76866761627696;316.32009540838766;316.6979308796355;316.8695684877173;317.45985199685026;317.8945747569776
313.3;313.77724574358024;313.95481821916485;314.20206038711234;314.5969184116629;314.8114084418049;315.05142861964225;315.5289777615606;316.07501638967176;316.45218423166943;316.6240313539337;317.2185853244666;317.6576189548117
313.05;313.5534009731396;313.733924922242;313.99400529480357;314.3877086558568;314.5997947147491;314.8299046203838;315.2951495564782;315.8323325549557;316.20687181410995;316.37819449847234;316.975573185717;317.41831341206597
312.79;313.31728849484557;313.5093601063296;313.7751468113571;314.1791106816362;314.3905527217806;314.61752719851665;315.06734600961465;315.5935845556324;315.9632690439284;316.13310788056503;316.73140650005746;317.1769875025256
312.53;313.069971942163;313.2704304447009;313.5514864304925;313.96507632649866;314.1819461112933;314.4080435864753;314.8470957442936;315.35970075740227;315.7228238482887;315.8901439892654;316.4868638103443;316.93411316155766
312.28;312.81670641373495;313.02106781473225;313.3149768999652;313.7459417622567;313.9679845420036;314.199369393431;314.6321172866048;315.1318763071318;315.48664622819996;315.6507832320349;316.2429664231573;316.690329448108
312.02;312.56497253115435;312.76685012991675;313.06765144425447;313.51760132596024;313.74891934742567;313.98581527428206;314.42022566282856;314.9097611868975;315.2559015640906;315.41597612932657;316.0009232934525;316.4464837741307
311.78;312.3093615534271;312.51572219908917;312.81452615522846;313.2792019544803;313.5207032917653;313.76717476831243;314.2075200111862;314.6921898428669;315.0307696114447;315.18698057072515;315.7618377462106;316.20362061904405
311.53;312.0610726645246;312.2590175311762;312.5630816496537;313.0330002707203;313.28244047816037;313.5396966134347;313.99190840450603;314.47678102878655;314.8105551278169;314.96351211508784;315.5268762816272;315.96281653741573
311.29;311.81198120529854;312.01278176710474;312.3072107002813;312.7840207544145;313.036345254345;313.3022648756815;313.77048643524324;314.26128208466184;314.5934662829191;314.7446986471863;315.29661235641476;315.72519711078047
311.04;311.56715395509025;311.762993628626;312.0594477908271;312.5313899129756;312.78740441629094;313.05683726817557;313.54122540796254;314.0431506849203;314.37741151982493;314.5283523483041;315.0710285784364;315.4915869721325
310.79;311.31990050620914;311.5193766434306;311.80998064453047;312.28133827418293;312.5348230576561;312.8081671629416;313.3040485410235;313.8200727840501;314.1600060987488;314.31242310756306;314.8492204367554;315.26235178898577
310.53;311.0713588297996;311.2712360379498;311.56543642791866;312.03159632020044;312.28473749541723;312.5558872091387;313.06124409977815;313.59072867603834;313.93891125992036;314.09438210884264;314.6298151791887;315.037164888399
