i;j;delta;beta;priority;L_x;v_x;w_x;q_max_x;rho_max_x;L_y;v_y;w_y;q_max_y;rho_max_y;integ_pred;pi_pred
2;12;540;0,03;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7184,17;-3,87667
2;12;540;0,04;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6941,95;-3,80427
2;12;540;0,05;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6770,23;-3,74117
2;12;540;0,06;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6734,83;-3,68212
2;12;540;0,07;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6969,45;-3,68321
2;12;540;0,08;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7080,86;-3,6362
2;12;540;0,09;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7136,6;-3,56744
2;12;540;0,1;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7192,33;-3,49867
2;12;540;0,11;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7248,07;-3,42991
2;12;540;0,12;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7298,87;-3,36634
2;12;540;0,13;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7067,59;-3,25007
2;12;540;0,14;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6836,3;-3,13381
2;12;540;0,15;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6031,18;-2,78422
2;12;540;0,16;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;4998,26;-2,34201
2;12;540;0,17;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;3945,33;-1,87534
2;12;540;0,18;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;2773,81;-1,33655
2;12;540;0,19;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;1584,37;-0,76671
2;12;540;0,2;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;439,996;88,7781
2;12;600;0,01;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7665,7;-4,02349
2;12;600;0,02;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7423,48;-3,9511
2;12;600;0,03;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7181,27;-3,8787
2;12;600;0,04;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6948,76;-3,80759
2;12;600;0,05;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6779,45;-3,74481
2;12;600;0,06;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6663,94;-3,67239
2;12;600;0,07;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6898,56;-3,67349
2;12;600;0,08;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7012;-3,62727
2;12;600;0,09;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7067,73;-3,5585
2;12;600;0,1;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7123,47;-3,48974
2;12;600;0,11;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7179,21;-3,42098
2;12;600;0,12;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7232,96;-3,3579
2;12;600;0,13;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7001,67;-3,24164
2;12;600;0,14;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6770,39;-3,12537
2;12;600;0,15;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;5988,38;-2,78518
2;12;600;0,16;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;4955,85;-2,34307
2;12;600;0,17;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;3908,28;-1,87948
2;12;600;0,18;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;2736,76;-1,3407
2;12;600;0,19;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;1546,48;-0,765822
2;12;600;0,2;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;401,49;91,1458
2;12;660;0,01;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7662,8;-4,02553
2;12;660;0,02;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7420,59;-3,95313
2;12;660;0,03;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7178,37;-3,88073
2;12;660;0,04;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6957,98;-3,81122
2;12;660;0,05;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6788,67;-3,74844
2;12;660;0,06;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6606,17;-3,66586
2;12;660;0,07;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6827,67;-3,66377
2;12;660;0,08;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6943,14;-3,61833
2;12;660;0,09;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6998,87;-3,54957
2;12;660;0,1;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7054,61;-3,48081
2;12;660;0,11;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7110,34;-3,41205
2;12;660;0,12;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7167,05;-3,34946
2;12;660;0,13;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6935,76;-3,2332
2;12;660;0,14;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6704,48;-3,11693
2;12;660;0,15;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;5945,57;-2,78613
2;12;660;0,16;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;4913,94;-2,34427
2;12;660;0,17;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;3871,22;-1,88362
2;12;660;0,18;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;2699,7;-1,34484
2;12;660;0,19;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;1508,58;-0,764935
2;12;660;0,2;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;366,883;93,1616
2;12;720;0,01;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7659,9;-4,02756
2;12;720;0,02;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7417,69;-3,95516
2;12;720;0,03;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7175,47;-3,88277
2;12;720;0,04;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6967,21;-3,81485
2;12;720;0,05;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6797,9;-3,75207
2;12;720;0,06;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6620,25;-3,67677
2;12;720;0,07;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6756,78;-3,65404
2;12;720;0,08;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6874,27;-3,6094
2;12;720;0,09;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6930,01;-3,54064
2;12;720;0,1;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6985,75;-3,47188
2;12;720;0,11;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7041,48;-3,40312
2;12;720;0,12;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;7101,13;-3,34102
2;12;720;0,13;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6869,85;-3,22476
2;12;720;0,14;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;6638,56;-3,10849
2;12;720;0,15;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;5902,77;-2,78709
2;12;720;0,16;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;4872,03;-2,34548
2;12;720;0,17;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;3834,17;-1,88777
2;12;720;0,18;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;2662,65;-1,34898
2;12;720;0,19;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;1470,69;-0,764047
2;12;720;0,2;0,05;0,23;103;37;1976;73;0,53;104;34;1775;70;343,019;94,3539
2;13;60;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;629,508;14,4765
2;13;60;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;307,845;23,2853
2;13;60;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;91,8804;77,1065
2;13;60;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;18,7528;94,6284
2;13;60;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3551;96,7447
2;13;60;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3072;98,8134
2;13;60;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2877;100,113
2;13;60;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2953;100,68
2;13;60;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3006;101,236
2;13;60;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3036;101,78
2;13;60;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3043;102,096
2;13;60;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3032;102,24
2;13;60;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3024;102,319
2;13;60;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3021;102,254
2;13;60;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3118;102,286
2;13;60;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3245;102,346
2;13;60;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3365;102,412
2;13;60;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3468;102,543
2;13;60;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3565;102,743
2;13;60;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3661;102,944
2;13;120;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;622,93;14,5075
2;13;120;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;301,519;23,6997
2;13;120;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;87,7506;78,6869
2;13;120;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;17,5107;94,7431
2;13;120;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3522;96,8424
2;13;120;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3043;98,9111
2;13;120;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2887;100,107
2;13;120;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2962;100,674
2;13;120;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3008;101,226
2;13;120;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3037;101,77
2;13;120;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3052;102,165
2;13;120;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3042;102,309
2;13;120;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3033;102,4
2;13;120;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,303;102,335
2;13;120;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3123;102,363
2;13;120;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,325;102,423
2;13;120;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3371;102,489
2;13;120;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3474;102,617
2;13;120;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,357;102,817
2;13;120;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3667;103,017
2;13;180;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;616,351;14,5384
2;13;180;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;295,192;24,1142
2;13;180;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;84,0392;79,8645
2;13;180;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;16,476;94,8577
2;13;180;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3493;96,9401
2;13;180;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3014;99,0088
2;13;180;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2896;100,101
2;13;180;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2971;100,668
2;13;180;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3009;101,216
2;13;180;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3039;101,761
2;13;180;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3061;102,234
2;13;180;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3051;102,378
2;13;180;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3042;102,48
2;13;180;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3039;102,415
2;13;180;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3129;102,44
2;13;180;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3255;102,501
2;13;180;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3376;102,566
2;13;180;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,348;102,69
2;13;180;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3576;102,891
2;13;180;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3673;103,091
2;13;240;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;609,772;14,5693
2;13;240;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;288,865;24,5286
2;13;240;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;80,6904;80,6931
2;13;240;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;15,5035;94,9689
2;13;240;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3464;97,0378
2;13;240;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2985;99,1065
2;13;240;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2905;100,095
2;13;240;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2981;100,662
2;13;240;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3011;101,206
2;13;240;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,304;101,751
2;13;240;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,307;102,295
2;13;240;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3061;102,447
2;13;240;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3051;102,561
2;13;240;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3048;102,496
2;13;240;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3134;102,518
2;13;240;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3261;102,578
2;13;240;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3381;102,643
2;13;240;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3485;102,764
2;13;240;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3582;102,964
2;13;240;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3678;103,164
2;13;300;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;603,194;14,6002
2;13;300;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;282,538;24,943
2;13;300;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;77,3414;81,5217
2;13;300;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,8139;95,0668
2;13;300;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3435;97,1355
2;13;300;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2956;99,2042
2;13;300;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2914;100,089
2;13;300;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2983;100,652
2;13;300;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3012;101,197
2;13;300;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3042;101,741
2;13;300;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3072;102,285
2;13;300;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,307;102,516
2;13;300;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3061;102,642
2;13;300;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3057;102,577
2;13;300;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3139;102,595
2;13;300;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3266;102,655
2;13;300;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3387;102,721
2;13;300;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3491;102,837
2;13;300;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3588;103,038
2;13;300;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3684;103,238
2;13;360;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;596,615;14,6311
2;13;360;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;276,209;25,4401
2;13;360;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;73,9926;82,3503
2;13;360;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,4689;95,1645
2;13;360;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3406;97,2332
2;13;360;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2927;99,3019
2;13;360;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2924;100,083
2;13;360;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2984;100,642
2;13;360;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3014;101,187
2;13;360;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3044;101,731
2;13;360;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3073;102,275
2;13;360;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3079;102,585
2;13;360;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,307;102,723
2;13;360;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3066;102,658
2;13;360;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3145;102,672
2;13;360;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3271;102,732
2;13;360;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3392;102,798
2;13;360;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3497;102,911
2;13;360;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3593;103,111
2;13;360;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,369;103,312
2;13;420;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;590,036;14,662
2;13;420;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;269,874;26,112
2;13;420;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;70,6437;83,1789
2;13;420;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3856;95,2623
2;13;420;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3377;97,3309
2;13;420;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2898;99,3996
2;13;420;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2933;100,077
2;13;420;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2986;100,633
2;13;420;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3016;101,177
2;13;420;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3045;101,721
2;13;420;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3075;102,266
2;13;420;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3089;102,654
2;13;420;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3079;102,798
2;13;420;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3075;102,739
2;13;420;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,315;102,749
2;13;420;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3277;102,809
2;13;420;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3398;102,875
2;13;420;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3503;102,985
2;13;420;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3599;103,185
2;13;420;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3696;103,385
2;13;480;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;583,458;14,6929
2;13;480;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;263,539;26,784
2;13;480;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;67,2948;84,0075
2;13;480;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3827;95,36
2;13;480;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3348;97,4286
2;13;480;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2869;99,4973
2;13;480;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2942;100,071
2;13;480;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2988;100,623
2;13;480;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3017;101,167
2;13;480;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3047;101,712
2;13;480;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3076;102,256
2;13;480;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3098;102,723
2;13;480;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3088;102,867
2;13;480;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3084;102,819
2;13;480;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3155;102,826
2;13;480;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3282;102,887
2;13;480;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3403;102,952
2;13;480;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3508;103,058
2;13;480;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3605;103,259
2;13;480;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3702;103,459
2;13;540;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;576,879;14,7238
2;13;540;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;257,204;27,4559
2;13;540;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;63,9459;84,8361
2;13;540;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3798;95,4576
2;13;540;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3319;97,5263
2;13;540;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2876;99,4974
2;13;540;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2951;100,065
2;13;540;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2989;100,613
2;13;540;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3019;101,157
2;13;540;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3048;101,702
2;13;540;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3078;102,246
2;13;540;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3108;102,79
2;13;540;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3098;102,936
2;13;540;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3093;102,9
2;13;540;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,316;102,903
2;13;540;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3287;102,964
2;13;540;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3409;103,029
2;13;540;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3514;103,132
2;13;540;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3611;103,332
2;13;540;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3707;103,533
2;13;600;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;570,301;14,7547
2;13;600;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;250,869;28,1278
2;13;600;0,03;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;60,6677;85,6607
2;13;600;0,04;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3769;95,5554
2;13;600;0,05;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,329;97,6241
2;13;600;0,06;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2885;99,4915
2;13;600;0,07;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2961;100,059
2;13;600;0,08;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,2991;100,603
2;13;600;0,09;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,302;101,148
2;13;600;0,1;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,305;101,692
2;13;600;0,11;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,308;102,236
2;13;600;0,12;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3109;102,781
2;13;600;0,13;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3107;103,005
2;13;600;0,14;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3102;102,981
2;13;600;0,15;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3166;102,981
2;13;600;0,16;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3292;103,041
2;13;600;0,17;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3414;103,106
2;13;600;0,18;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,352;103,206
2;13;600;0,19;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3617;103,406
2;13;600;0,2;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;14,3713;103,606
2;13;660;0,01;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;563,722;14,7856
2;13;660;0,02;0,05;0,23;103;37;1976;73;0,51;103;29;1805;80;244,532;28,8962
