i;j;delta;beta;priority;L_x;v_x;w_x;q_max_x;rho_max_x;L_y;v_y;w_y;q_max_y;rho_max_y;integ_pred;pi_pred
1;2;420;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3588,52;-2,13932
1;2;420;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3562,39;-2,06398
1;2;420;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3669,05;-2,03639
1;2;420;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3773,49;-2,00853
1;2;420;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3860,33;-1,97849
1;2;420;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3947,17;-1,94846
1;2;420;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4034,01;-1,91842
1;2;420;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4118,73;-1,87084
1;2;420;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4190,7;-1,7176
1;2;420;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4119,01;-1,50174
1;2;420;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3452,96;-1,05227
1;2;420;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2882,43;-0,814665
1;2;420;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2431,37;0,0991315
1;2;480;0,01;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5626,09;-3,29176
1;2;480;0,02;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5329,02;-3,12653
1;2;480;0,03;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5031,96;-2,96131
1;2;480;0,04;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4734,89;-2,79609
1;2;480;0,05;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4437,83;-2,63087
1;2;480;0,06;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4140,76;-2,46564
1;2;480;0,07;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3843,69;-2,30042
1;2;480;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3574,39;-2,14237
1;2;480;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3483,37;-2,0437
1;2;480;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3590,03;-2,01611
1;2;480;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3692,92;-1,98805
1;2;480;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3779,75;-1,95802
1;2;480;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3866,59;-1,92798
1;2;480;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3953,43;-1,89794
1;2;480;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4038,56;-1,85376
1;2;480;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4110,53;-1,70052
1;2;480;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4060,3;-1,49402
1;2;480;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3394,16;-1,04413
1;2;480;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2831,54;-0,781032
1;2;480;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2381,73;0,151547
1;2;540;0,01;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5612,65;-3,29499
1;2;540;0,02;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5315,59;-3,12977
1;2;540;0,03;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5018,52;-2,96454
1;2;540;0,04;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4721,46;-2,79932
1;2;540;0,05;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4424,39;-2,6341
1;2;540;0,06;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4127,33;-2,46888
1;2;540;0,07;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3830,26;-2,30365
1;2;540;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3560,25;-2,14542
1;2;540;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3404,34;-2,02341
1;2;540;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3511;-1,99583
1;2;540;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3612,34;-1,96758
1;2;540;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3699,18;-1,93754
1;2;540;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3786,01;-1,90751
1;2;540;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3872,85;-1,87747
1;2;540;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3958,39;-1,83669
1;2;540;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4030,36;-1,68345
1;2;540;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4001,59;-1,4863
1;2;540;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3335,35;-1,03598
1;2;540;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2781,9;-0,751145
1;2;540;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2332,08;0,203965
1;2;600;0,01;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5599,22;-3,29822
1;2;600;0,02;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5302,15;-3,133
1;2;600;0,03;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5005,09;-2,96778
1;2;600;0,04;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4708,02;-2,80255
1;2;600;0,05;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4410,95;-2,63733
1;2;600;0,06;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4113,89;-2,47211
1;2;600;0,07;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3816,82;-2,30689
1;2;600;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3546,11;-2,14847
1;2;600;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3325,32;-2,00313
1;2;600;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3431,98;-1,97554
1;2;600;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3531,76;-1,94711
1;2;600;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3618,6;-1,91707
1;2;600;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3705,44;-1,88703
1;2;600;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3792,27;-1,85699
1;2;600;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3878,22;-1,81961
1;2;600;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3950,2;-1,66637
1;2;600;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3942,89;-1,47858
1;2;600;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3276,55;-1,02783
1;2;600;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2732,26;-0,721258
1;2;600;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2282,45;0,256381
1;2;660;0,01;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5585,78;-3,30145
1;2;660;0,02;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5288,72;-3,13623
1;2;660;0,03;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4991,65;-2,97101
1;2;660;0,04;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4694,58;-2,80579
1;2;660;0,05;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4397,52;-2,64056
1;2;660;0,06;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4100,45;-2,47534
1;2;660;0,07;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3803,39;-2,31012
1;2;660;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3531,97;-2,15152
1;2;660;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3309,38;-2,00553
1;2;660;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3352,95;-1,95526
1;2;660;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3451,18;-1,92663
1;2;660;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3538,02;-1,89659
1;2;660;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3624,86;-1,86656
1;2;660;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3711,7;-1,83652
1;2;660;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3798,06;-1,80253
1;2;660;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3870,03;-1,6493
1;2;660;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3884,18;-1,47086
1;2;660;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3217,75;-1,01969
1;2;660;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2682,62;-0,691369
1;2;660;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2232,8;0,308799
1;2;720;0,01;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5572,35;-3,30469
1;2;720;0,02;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;5275,28;-3,13946
1;2;720;0,03;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4978,21;-2,97424
1;2;720;0,04;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4681,15;-2,80902
1;2;720;0,05;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4384,08;-2,6438
1;2;720;0,06;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;4087,02;-2,47857
1;2;720;0,07;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3789,95;-2,31335
1;2;720;0,08;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3517,83;-2,15457
1;2;720;0,09;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3295,24;-2,00858
1;2;720;0,1;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3273,93;-1,93498
1;2;720;0,11;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3370,6;-1,90616
1;2;720;0,12;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3457,44;-1,87612
1;2;720;0,13;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3544,28;-1,84608
1;2;720;0,14;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3631,12;-1,81605
1;2;720;0,15;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3717,89;-1,78546
1;2;720;0,16;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3789,86;-1,63222
1;2;720;0,17;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3825,48;-1,46314
1;2;720;0,18;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;3158,94;-1,01154
1;2;720;0,19;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2632,98;-0,661482
1;2;720;0,2;0,05;0,61;103;40;1933;67;0,23;103;37;1976;73;2183,16;0,361215
1;3;60;0,01;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3501,45;-1,94921
1;3;60;0,02;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3409,77;-1,85597
1;3;60;0,03;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3318,09;-1,76273
1;3;60;0,04;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3244,29;-1,68279
1;3;60;0,05;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3173,34;-1,60497
1;3;60;0,06;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3102,39;-1,52715
1;3;60;0,07;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3031,45;-1,44934
1;3;60;0,08;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2960,5;-1,37152
1;3;60;0,09;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2889,55;-1,29371
1;3;60;0,1;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2818,6;-1,21589
1;3;60;0,11;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2747,65;-1,13807
1;3;60;0,12;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2676,7;-1,06026
1;3;60;0,13;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2610,17;-0,922005
1;3;60;0,14;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2613,56;-0,751738
1;3;60;0,15;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2620,5;-0,582875
1;3;60;0,16;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2638,11;1,39597
1;3;60;0,17;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2264,2;2,84945
1;3;60;0,18;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;1971,47;6,2684
1;3;60;0,19;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;1752,39;26,6092
1;3;60;0,2;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;1690,96;34,762
1;3;120;0,01;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3447,04;-1,93768
1;3;120;0,02;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3355,36;-1,84444
1;3;120;0,03;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3263,68;-1,7512
1;3;120;0,04;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3184,51;-1,66727
1;3;120;0,05;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3113,56;-1,58946
1;3;120;0,06;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;3042,62;-1,51164
1;3;120;0,07;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2971,67;-1,43382
1;3;120;0,08;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2900,72;-1,35601
1;3;120;0,09;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2829,77;-1,27819
1;3;120;0,1;0,05;0,61;103;40;1933;67;0,34;103;33;1744;70;2758,82;-1,20037
