i,j,delta,beta,priority,integral,max_delta,pi
1,2,600,0.1,0.05,2305.945776247839,0.9412067681725775,0.1320803045656293
1,2,600,0.11,0.05,2259.8376266014316,0.9419845123619426,0.13136311943396034
1,2,600,0.12,0.05,2217.330611407357,0.9407586254740123,0.13249355262928805
1,2,600,0.13,0.05,2177.1833749444545,0.9407586254740123,0.13249355262928805
1,2,600,0.14,0.05,2138.6701938708366,0.9407586254740123,0.13249355262928805
1,2,600,0.15,0.05,2101.9619219337255,0.9407586254740122,0.13249355262928816
1,2,600,0.16,0.05,2067.0101834798106,0.9408928249079762,0.13236980263535258
1,2,600,0.17,0.05,2036.8058834179178,0.9410998809104077,0.13217886905025186
1,2,600,0.18,0.05,2010.0799085303486,0.9411225547334541,0.13215796072462338
1,2,600,0.19,0.05,1979.3043115930057,0.9410700367125333,0.13220638942941357
1,2,600,0.2,0.05,1946.6320234295804,0.9410284239070573,0.1322447620534492
1,2,660,0.01,0.05,2903.6766779790632,1.0852590227992527,-0.0007553200707777734
1,2,660,0.02,0.05,2858.716456562003,1.0865635244205687,-0.0019582466626301576
1,2,660,0.03,0.05,2801.0290850178512,1.0878139121702983,-0.0031112729599519205
1,2,660,0.04,0.05,2720.756185971578,1.0890912523112588,-0.004289153000339859
1,2,660,0.05,0.05,2604.9760332668734,1.0839904848625084,0.0004144431490976168
1,2,660,0.06,0.05,2495.3800872549623,1.0591747378773624,0.023297911791319643
1,2,660,0.07,0.05,2431.144456989025,1.0338406809605178,0.04665933215814925
1,2,660,0.08,0.05,2390.59571210634,1.008651657128032,0.06988701244292561
1,2,660,0.09,0.05,2338.5661087110825,0.9834992235057257,0.09308095161453865
1,2,660,0.1,0.05,2244.179013691139,0.9412067681725775,0.1320803045656293
1,2,660,0.11,0.05,2198.911857320288,0.9419845123619426,0.13136311943396034
1,2,660,0.12,0.05,2157.3519627851556,0.9407586254740123,0.13249355262928805
1,2,660,0.13,0.05,2118.3712456908265,0.9407586254740123,0.13249355262928805
1,2,660,0.14,0.05,2081.4303403892936,0.9407586254740123,0.13249355262928805
1,2,660,0.15,0.05,2046.8130920788067,0.9407586254740122,0.13249355262928816
1,2,660,0.16,0.05,2014.420244379356,0.9408928249079762,0.13236980263535258
1,2,660,0.17,0.05,1983.951977345922,0.9410998809104077,0.13217886905025186
1,2,660,0.18,0.05,1958.0998459428781,0.9411225547334541,0.13215796072462338
1,2,660,0.19,0.05,1937.3599473027464,0.9410700367125333,0.13220638942941357
1,2,660,0.2,0.05,1918.400765691398,0.9410284239070573,0.1322447620534492
1,2,720,0.01,0.05,2901.916231753797,1.0845371350673156,-8.964213302018373e-05
1,2,720,0.02,0.05,2854.344122907089,1.085797981679343,-0.0012523129132409627
1,2,720,0.03,0.05,2791.88086635558,1.0870861970301435,-0.002440221365165342
1,2,720,0.04,0.05,2701.4050294704907,1.0888257366051561,-0.004044311676874772
1,2,720,0.05,0.05,2557.950083030061,1.0839904848625084,0.0004144431490976168
1,2,720,0.06,0.05,2429.9685797276425,1.0591747378773626,0.023297911791319438
1,2,720,0.07,0.05,2370.5140319830844,1.0338406809605178,0.04665933215814925
1,2,720,0.08,0.05,2328.751177687761,1.008651657128032,0.06988701244292561
1,2,720,0.09,0.05,2274.188546115391,0.9834992235057258,0.09308095161453854
1,2,720,0.1,0.05,2180.0178986737383,0.9412067681725775,0.1320803045656293
1,2,720,0.11,0.05,2134.8152440205495,0.9419845123619426,0.13136311943396034
1,2,720,0.12,0.05,2093.372733758806,0.9407586254740125,0.13249355262928794
1,2,720,0.13,0.05,2054.6687955454004,0.9407586254740125,0.13249355262928794
1,2,720,0.14,0.05,2018.3794987288918,0.9407586254740125,0.13249355262928794
1,2,720,0.15,0.05,1984.8809551122322,0.9407586254740123,0.13249355262928805
1,2,720,0.16,0.05,1954.0063317896017,0.9408928249079763,0.13236980263535247
1,2,720,0.17,0.05,1925.3761137968143,0.9410998809104076,0.13217886905025197
1,2,720,0.18,0.05,1898.9474993883962,0.941122554733454,0.13215796072462346
1,2,720,0.19,0.05,1878.8542725670982,0.9410700367125333,0.13220638942941357
1,2,720,0.2,0.05,1859.7276907689215,0.9410284239070573,0.1322447620534492
1,3,60,0.01,0.05,2963.575742843758,1.0933085216730913,-0.00817804464865752
1,3,60,0.02,0.05,2984.036045530005,1.1035520927847262,-0.017624000011507504
1,3,60,0.03,0.05,3004.90014225885,1.1140147426000373,-0.02727197551297165
1,3,60,0.04,0.05,3026.157583207756,1.1247102504763065,-0.03713467758056384
1,3,60,0.05,0.05,3054.3130880447993,1.1279996052570487,-0.040167906724273
1,3,60,0.06,0.05,3128.299133581107,1.102734419574975,-0.01686999493295295
1,3,60,0.07,0.05,3166.0844830761525,1.0774003626581308,0.00649142543387645
1,3,60,0.08,0.05,3164.8343482618593,1.0522113388256447,0.02971910571865302
1,3,60,0.09,0.05,3113.285450651541,1.0270589052033383,0.05291304489026616
1,3,60,0.1,0.05,2883.684848094117,0.8985193144572546,0.1714438993466207
1,3,60,0.11,0.05,2855.262042073962,0.8976159998785951,0.17227687732818983
1,3,60,0.12,0.05,2823.4742766463287,0.8984949957413655,0.17146632448549728
1,3,60,0.13,0.05,2790.97808292732,0.8995131463509151,0.17052745218152704
1,3,60,0.14,0.05,2762.903186921164,0.9004642779898349,0.16965038041548772
1,3,60,0.15,0.05,2738.1493957193584,0.8990118099358843,0.17098975203248168
1,3,60,0.16,0.05,2715.752703113717,0.8976398402154808,0.1722548933193316
1,3,60,0.17,0.05,2695.275404726709,0.8965908083128219,0.1732222423442695
1,3,60,0.18,0.05,2676.392186070594,0.8963710342991702,0.1734249036525422
1,3,60,0.19,0.05,2658.7575634445534,0.8963485609035274,0.17344562715704856
1,3,60,0.2,0.05,2642.1097427812833,0.8957145739158879,0.17403024874268566
1,3,120,0.01,0.05,2960.12075656681,1.093328620908947,-0.008196578857348116
1,3,120,0.02,0.05,2976.552506830742,1.1035696438424454,-0.01764018445597314
1,3,120,0.03,0.05,2992.6893802981313,1.1140330128124933,-0.027288823115184664
1,3,120,0.04,0.05,3008.113785393746,1.1247257683402792,-0.037148987145930776
1,3,120,0.05,0.05,3020.296643225379,1.1279996052570487,-0.040167906724273
1,3,120,0.06,0.05,3064.6296050186174,1.1027344195749753,-0.016869994932953155
1,3,120,0.07,0.05,3085.117171705512,1.0774003626581308,0.00649142543387645
1,3,120,0.08,0.05,3068.944460460175,1.0522113388256449,0.029719105718652817
1,3,120,0.09,0.05,3007.5931811655105,1.0270589052033385,0.05291304489026595
1,3,120,0.1,0.05,2763.953981302581,0.8948381469600445,0.17483843270641025
1,3,120,0.11,0.05,2715.952312547838,0.8948381469600444,0.17483843270641033
1,3,120,0.12,0.05,2664.183968343291,0.8948381469600445,0.17483843270641025
1,3,120,0.13,0.05,2611.825119126996,0.8948381469600445,0.17483843270641025
1,3,120,0.14,0.05,2565.1969524944307,0.8948381469600446,0.17483843270641014
1,3,120,0.15,0.05,2531.255386309208,0.894905687056585,0.17477615162004187
1,3,120,0.16,0.05,2500.6236374284217,0.8953167411174496,0.17439710428700433
1,3,120,0.17,0.05,2472.5868113140828,0.8956361787915397,0.17410253963003233
1,3,120,0.18,0.05,2446.5805132358805,0.8957682223589405,0.17398077763609227
1,3,120,0.19,0.05,2422.086342080138,0.8957378795940097,0.17400875776138233
1,3,120,0.2,0.05,2398.78324644077,0.8956610791753385,0.17407957811482258
1,3,180,0.01,0.05,2956.856953257889,1.0933287201451225,-0.008196670366497995
1,3,180,0.02,0.05,2969.3642502845505,1.1035701845968038,-0.01764068310448898
1,3,180,0.03,0.05,2979.6633554408436,1.1140339038085525,-0.02728964473382835
1,3,180,0.04,0.05,2972.678674970421,1.1247272294320967,-0.03715033446982193
1,3,180,0.05,0.05,2963.2269140191706,1.1279996052570487,-0.040167906724273
1,3,180,0.06,0.05,2986.2153946408685,1.102734419574975,-0.01686999493295295
1,3,180,0.07,0.05,2984.578887621849,1.0774003626581308,0.00649142543387645
1,3,180,0.08,0.05,2941.0798838180017,1.0522113388256449,0.029719105718652817
1,3,180,0.09,0.05,2858.7149382102607,1.0270589052033383,0.05291304489026616
1,3,180,0.1,0.05,2608.507263756801,0.8948381469600445,0.17483843270641025
1,3,180,0.11,0.05,2548.759111695828,0.8949257685285006,0.17475763379210202
1,3,180,0.12,0.05,2485.021995843638,0.8948381469600445,0.17483843270641025
1,3,180,0.13,0.05,2420.86245120209,0.8948381469600445,0.17483843270641025
1,3,180,0.14,0.05,2363.2957840234676,0.8948381469600445,0.17483843270641025
1,3,180,0.15,0.05,2318.639650463812,0.894905687056585,0.17477615162004187
1,3,180,0.16,0.05,2275.572546297396,0.8953167411174496,0.17439710428700433
1,3,180,0.17,0.05,2232.8483565781644,0.8956361787915397,0.17410253963003233
1,3,180,0.18,0.05,2192.2768424871338,0.8957682223589405,0.17398077763609227
1,3,180,0.19,0.05,2154.455435934281,0.8957378795940097,0.17400875776138233
1,3,180,0.2,0.05,2118.759252278271,0.8956610791753385,0.17407957811482258
1,3,240,0.01,0.05,2948.160266294712,1.0933288736375544,-0.008196811907240401
1,3,240,0.02,0.05,2951.486638708058,1.103570249710159,-0.0176407431477922
1,3,240,0.03,0.05,2952.220363255091,1.114033931494887,-0.027289670264366243
1,3,240,0.04,0.05,2935.638424991733,1.124727236786818,-0.03715034125186778
1,3,240,0.05,0.05,2913.872563892176,1.1279996052570487,-0.040167906724273
1,3,240,0.06,0.05,2906.631990009391,1.1027344195749753,-0.016869994932953155
1,3,240,0.07,0.05,2881.7580284844944,1.077400362658131,0.006491425433876245
1,3,240,0.08,0.05,2834.710901031942,1.0522113388256449,0.029719105718652817
1,3,240,0.09,0.05,2754.297523685657,1.0270589052033385,0.05291304489026595
1,3,240,0.1,0.05,2505.099362309068,0.8948381469600445,0.17483843270641025
1,3,240,0.11,0.05,2432.91566463162,0.8948381469600445,0.17483843270641025
1,3,240,0.12,0.05,2357.041610308746,0.8948381469600445,0.17483843270641025
1,3,240,0.13,0.05,2281.749741639088,0.8948381469600445,0.17483843270641025
1,3,240,0.14,0.05,2213.4126188812174,0.8948381469600446,0.17483843270641014
1,3,240,0.15,0.05,2152.9321634024272,0.894905687056585,0.17477615162004187
1,3,240,0.16,0.05,2099.845934298587,0.8953167411174496,0.17439710428700433
1,3,240,0.17,0.05,2050.611457675484,0.8956361787915396,0.17410253963003244
1,3,240,0.18,0.05,2004.194286503178,0.8957682223589405,0.17398077763609227
1,3,240,0.19,0.05,1960.2733620643232,0.8957378795940096,0.17400875776138242
1,3,240,0.2,0.05,1919.481109465782,0.8956610791753387,0.17407957811482247
1,3,300,0.01,0.05,2939.132571141115,1.093328873827711,-0.008196812082590417
1,3,300,0.02,0.05,2932.6624748523495,1.1035702498130753,-0.01764074324269496
1,3,300,0.03,0.05,2923.4734430640297,1.1140339315151446,-0.02728967028304646
1,3,300,0.04,0.05,2910.033456711278,1.124727236789549,-0.037150341254386064
1,3,300,0.05,0.05,2881.9838912355285,1.1279996052570485,-0.0401679067242728
1,3,300,0.06,0.05,2862.063095224187,1.1027344195749753,-0.016869994932953155
1,3,300,0.07,0.05,2826.555639920665,1.0774003626581308,0.00649142543387645
1,3,300,0.08,0.05,2765.9251512822966,1.0522113388256449,0.029719105718652817
1,3,300,0.09,0.05,2667.8022178370074,1.0270589052033385,0.05291304489026595
1,3,300,0.1,0.05,2410.178832239434,0.8948381469600444,0.17483843270641033
1,3,300,0.11,0.05,2331.3745068577296,0.8948381469600444,0.17483843270641033
1,3,300,0.12,0.05,2254.2187051078586,0.8948381469600444,0.17483843270641033
1,3,300,0.13,0.05,2180.2530350289626,0.8948381469600445,0.17483843270641025
1,3,300,0.14,0.05,2115.623780119618,0.8948381469600445,0.17483843270641025
1,3,300,0.15,0.05,2059.3796916976416,0.894905687056585,0.17477615162004187
1,3,300,0.16,0.05,2009.537735884887,0.8953167411174496,0.17439710428700433
1,3,300,0.17,0.05,1965.2003828042232,0.8956361787915396,0.17410253963003244
1,3,300,0.18,0.05,1925.3622658717634,0.8957682223589405,0.17398077763609227
1,3,300,0.19,0.05,1890.2257579931452,0.8957378795940097,0.17400875776138233
1,3,300,0.2,0.05,1860.8537307093566,0.8956610791753387,0.17407957811482247
