i,j,delta,beta,priority,integral,max_delta,pi
1,2,600,0.19,0.05,9.9593825913661,0.06584957730984957,0.6828489061016857
1,2,600,0.2,0.05,9.935874681588436,0.06517343482340904,0.6861054088457613
1,2,660,0.01,0.05,496.7264137387215,0.20762818209382009,1.0969649176711334e-06
1,2,660,0.02,0.05,488.1304420347864,0.20762653141798088,9.047109314400905e-06
1,2,660,0.03,0.05,479.7170597785652,0.20805575505533147,-0.0020582212267025854
1,2,660,0.04,0.05,471.49289838462965,0.2093854205700896,-0.008462284696086914
1,2,660,0.05,0.05,461.395648115994,0.2076284098549016,0.0
1,2,660,0.06,0.05,415.9090087934637,0.18660751140463983,0.10124288128465637
1,2,660,0.07,0.05,363.8673553873072,0.16563161848236763,0.20226900259883937
1,2,660,0.08,0.05,313.06782337028375,0.14468581684026494,0.3031501953832969
1,2,660,0.09,0.05,263.70008659501514,0.12384708746722298,0.40351569636461654
1,2,660,0.1,0.05,215.47565425200057,0.10297686430951956,0.5040328807532476
1,2,660,0.11,0.05,168.4882963770086,0.08190218680329786,0.605534777921123
1,2,660,0.12,0.05,122.37325888056124,0.06091483716460741,0.706616078179393
1,2,660,0.13,0.05,80.81172560776973,0.05276433586390573,0.7458713097076677
1,2,660,0.14,0.05,41.067151233944244,0.0576214595486901,0.7224779615229048
1,2,660,0.15,0.05,10.094097627849866,0.05847679743537475,0.7183584005857363
1,2,660,0.16,0.05,10.06036961475738,0.060551774252953855,0.7083646968385989
1,2,660,0.17,0.05,10.016903450027648,0.061817290265585696,0.7022695963968231
1,2,660,0.18,0.05,9.994956871515553,0.06267117881130757,0.6981570159155749
1,2,660,0.19,0.05,9.973549336800852,0.06454728532632387,0.6891211305262517
1,2,660,0.2,0.05,9.944764796749668,0.06483505242744331,0.6877351588217026
1,2,720,0.01,0.05,495.4959020904119,0.2076281523981287,1.239988174454105e-06
1,2,720,0.02,0.05,485.6861333225723,0.20762628650588721,1.0226678593152824e-05
1,2,720,0.03,0.05,476.07253928115716,0.20813282765325478,-0.0024294257163828114
1,2,720,0.04,0.05,466.6443071294682,0.20946963880818487,-0.008867904708079096
1,2,720,0.05,0.05,455.462828324488,0.2076284098549016,0.0
1,2,720,0.06,0.05,410.740225515674,0.18660751140463983,0.10124288128465637
1,2,720,0.07,0.05,358.9036449179223,0.16563161848236763,0.20226900259883937
1,2,720,0.08,0.05,308.31052717049135,0.14468581684026494,0.3031501953832969
1,2,720,0.09,0.05,259.1431955390334,0.12384708746722298,0.40351569636461654
1,2,720,0.1,0.05,211.11177783774255,0.10297686430951956,0.5040328807532476
1,2,720,0.11,0.05,163.6387275326486,0.08190218680329786,0.605534777921123
1,2,720,0.12,0.05,118.6476970187913,0.06091483716460741,0.706616078179393
1,2,720,0.13,0.05,78.34602198415305,0.04939099817904,0.7621183044576788
1,2,720,0.14,0.05,39.843825748207,0.056994550624941215,0.7254973408274373
1,2,720,0.15,0.05,9.976416745820075,0.057113176385634,0.7249260039820812
1,2,720,0.16,0.05,9.945154708256124,0.05882424730887306,0.7166849789487787
1,2,720,0.17,0.05,9.915275738241872,0.06195578948148023,0.7016025430971743
1,2,720,0.18,0.05,9.883451041233636,0.062002866951895594,0.7013758040374846
1,2,720,0.19,0.05,9.849756406900166,0.06291112433630085,0.6970013671045042
1,2,720,0.2,0.05,9.817114842781471,0.06503133700494804,0.6867897940826386
1,3,60,0.01,0.05,449.2072785544917,0.18770587757771195,0.09595282404326197
1,3,60,0.02,0.05,895.0716992893349,0.6419204505018795,-2.0916792694722135
1,3,60,0.03,0.05,1500.50664502101,0.7004397589449348,-2.373525614507321
1,3,60,0.04,0.05,1601.5191158164864,0.7106969652304681,-2.422927362046116
1,3,60,0.05,0.05,1651.946510232739,0.7178012215872539,-2.4571435676306526
1,3,60,0.06,0.05,1743.4644240513755,0.6972109105379772,-2.3579745229721403
1,3,60,0.07,0.05,1736.4740154939961,0.6767412650622595,-2.259386639502712
1,3,60,0.08,0.05,1705.9662147088156,0.6562169498439863,-2.1605354503392618
1,3,60,0.09,0.05,1673.6409478364521,0.6355800730368127,-2.0611421311803118
1,3,60,0.1,0.05,1631.3924953494998,0.6149089386651917,-1.9615838174309226
1,3,60,0.11,0.05,1576.9901962380354,0.5943025259169344,-1.8623372222147005
1,3,60,0.12,0.05,1521.5421713166768,0.5737220761513955,-1.7632156724233146
1,3,60,0.13,0.05,1399.1915080465512,0.5167168899307046,-1.4886617890673317
1,3,60,0.14,0.05,1386.592708305629,0.5167168899307046,-1.4886617890673317
1,3,60,0.15,0.05,1374.5076220337423,0.516914777954416,-1.4896148764788744
1,3,60,0.16,0.05,1362.4043518696562,0.5172304280083668,-1.4911351407537463
1,3,60,0.17,0.05,1351.156304390859,0.5173112857418831,-1.4915245755790325
1,3,60,0.18,0.05,1340.8472040012498,0.5172216754347186,-1.4910929857632307
1,3,60,0.19,0.05,1331.7047649238389,0.5167997997503243,-1.4890611073478965
1,3,60,0.2,0.05,1323.2572523207568,0.516713664274111,-1.4886462533485163
1,3,120,0.01,0.05,449.1893688572453,0.18770587757771195,0.09595282404326197
1,3,120,0.02,0.05,855.5999467105065,0.6298202327977589,-2.033401032343794
1,3,120,0.03,0.05,1479.8387106886369,0.7014939329561142,-2.378602829190591
1,3,120,0.04,0.05,1586.975477211517,0.7106970175101,-2.422927613840328
1,3,120,0.05,0.05,1641.83365531942,0.7178012215872539,-2.4571435676306526
1,3,120,0.06,0.05,1737.543615774858,0.6972109105379775,-2.357974522972141
1,3,120,0.07,0.05,1732.1405212013228,0.6767412650622595,-2.259386639502712
1,3,120,0.08,0.05,1701.5416397132547,0.6562169498439862,-2.1605354503392613
1,3,120,0.09,0.05,1668.8963077196704,0.6355800730368131,-2.0611421311803135
1,3,120,0.1,0.05,1625.7812095042177,0.6149089386651916,-1.9615838174309221
1,3,120,0.11,0.05,1570.8056126707559,0.5943025259169346,-1.8623372222147012
1,3,120,0.12,0.05,1515.0764102921275,0.5737220761513954,-1.763215672423314
1,3,120,0.13,0.05,1392.9135851669025,0.5167168899307046,-1.4886617890673317
1,3,120,0.14,0.05,1379.8646406151536,0.5167168899307046,-1.4886617890673317
1,3,120,0.15,0.05,1367.3214872640428,0.516914777954416,-1.4896148764788744
1,3,120,0.16,0.05,1354.7750160390194,0.5172304280083668,-1.4911351407537463
1,3,120,0.17,0.05,1343.0637357660637,0.517311285741883,-1.4915245755790318
1,3,120,0.18,0.05,1332.2995478463545,0.5172216754347186,-1.4910929857632307
1,3,120,0.19,0.05,1322.6823790145534,0.5167997997503244,-1.489061107347897
1,3,120,0.2,0.05,1313.755828395411,0.5167136642741109,-1.4886462533485156
1,3,180,0.01,0.05,449.17511388396474,0.18770587757771195,0.09595282404326197
1,3,180,0.02,0.05,811.6443262219601,0.6087310255706242,-1.9318291557307976
1,3,180,0.03,0.05,1453.1810460252661,0.701493932634147,-2.378602827639902
1,3,180,0.04,0.05,1570.8892747799348,0.7117560800239371,-2.428028373002223
1,3,180,0.05,0.05,1630.1326952497427,0.7178012215872539,-2.4571435676306526
1,3,180,0.06,0.05,1726.19448813443,0.6972109105379772,-2.3579745229721403
1,3,180,0.07,0.05,1724.885132438076,0.6767412650622595,-2.259386639502712
1,3,180,0.08,0.05,1695.3317954481013,0.6562169498439864,-2.160535450339262
1,3,180,0.09,0.05,1662.8002417878008,0.635580073036813,-2.0611421311803126
1,3,180,0.1,0.05,1619.9256134866437,0.6149089386651914,-1.961583817430921
1,3,180,0.11,0.05,1564.8595997195198,0.5943025259169346,-1.8623372222147012
1,3,180,0.12,0.05,1508.8503868098978,0.5737220761513955,-1.7632156724233146
1,3,180,0.13,0.05,1386.8622424451676,0.5167168899307046,-1.4886617890673317
1,3,180,0.14,0.05,1373.387343469872,0.5167168899307046,-1.4886617890673317
1,3,180,0.15,0.05,1360.173071034279,0.516914777954416,-1.4896148764788744
1,3,180,0.16,0.05,1346.4646806257497,0.5172304280083669,-1.4911351407537468
1,3,180,0.17,0.05,1333.2170766061288,0.5173112857418831,-1.4915245755790325
1,3,180,0.18,0.05,1320.6372697606164,0.5172216754347186,-1.4910929857632307
1,3,180,0.19,0.05,1308.95152294841,0.5167997997503244,-1.489061107347897
1,3,180,0.2,0.05,1297.714872787695,0.5167136642741109,-1.4886462533485156
1,3,240,0.01,0.05,449.1659002912278,0.18770587757771195,0.09595282404326197
1,3,240,0.02,0.05,765.3155797512321,0.5838482470942226,-1.8119863148893605
1,3,240,0.03,0.05,1419.3952159369635,0.7014939321128832,-2.3786028251293407
1,3,240,0.04,0.05,1550.7188612142934,0.7118124575035917,-2.4282999036645925
1,3,240,0.05,0.05,1615.2732946895114,0.7178012215872119,-2.4571435676304505
1,3,240,0.06,0.05,1713.4969042107361,0.6972109105379775,-2.357974522972141
1,3,240,0.07,0.05,1714.3319107024065,0.6767412650622595,-2.259386639502712
1,3,240,0.08,0.05,1688.133940525745,0.6562169498439862,-2.1605354503392613
1,3,240,0.09,0.05,1656.7039474140047,0.6355800730368131,-2.0611421311803135
1,3,240,0.1,0.05,1615.5140419231034,0.6149089386651916,-1.9615838174309221
1,3,240,0.11,0.05,1561.0203082195899,0.5943025259169347,-1.8623372222147017
1,3,240,0.12,0.05,1504.4064908772268,0.5737220761513955,-1.7632156724233146
1,3,240,0.13,0.05,1381.0946639856645,0.5167168899307045,-1.4886617890673313
1,3,240,0.14,0.05,1365.1277589607575,0.5167168899307046,-1.4886617890673317
1,3,240,0.15,0.05,1349.0782246156316,0.5169147779544161,-1.489614876478875
1,3,240,0.16,0.05,1332.429667209834,0.5172304280083668,-1.4911351407537463
1,3,240,0.17,0.05,1315.9794515906642,0.517311285741883,-1.4915245755790318
1,3,240,0.18,0.05,1299.8144213607331,0.5172216754347186,-1.4910929857632307
1,3,240,0.19,0.05,1284.1486774701345,0.5167997997503244,-1.489061107347897
1,3,240,0.2,0.05,1269.080929568808,0.5167136642741109,-1.4886462533485156
1,3,300,0.01,0.05,449.15815010490076,0.1877058774768967,0.09595282452881809
1,3,300,0.02,0.05,721.2499233963728,0.5576363123244714,-1.6857418631398673
1,3,300,0.03,0.05,1381.6860423124567,0.7014920288096376,-2.3785936582564307
1,3,300,0.04,0.05,1524.360483564376,0.7118034361442463,-2.4282564541224434
1,3,300,0.05,0.05,1596.521100748988,0.717800649743484,-2.4571408134614603
1,3,300,0.06,0.05,1697.360426522965,0.6972109105379775,-2.357974522972141
1,3,300,0.07,0.05,1700.8813894599994,0.6767412650622595,-2.259386639502712
1,3,300,0.08,0.05,1675.8964771412705,0.6562169498439862,-2.1605354503392613
1,3,300,0.09,0.05,1647.895617558576,0.635580073036813,-2.0611421311803126
1,3,300,0.1,0.05,1610.1276510498942,0.6149089386651916,-1.9615838174309221
1,3,300,0.11,0.05,1555.4070863744291,0.5943025259169347,-1.8623372222147017
1,3,300,0.12,0.05,1495.5609680921461,0.5737220761513956,-1.763215672423315
1,3,300,0.13,0.05,1370.3372182315125,0.5167168899307046,-1.4886617890673317
1,3,300,0.14,0.05,1350.957842932772,0.5167168899307046,-1.4886617890673317
1,3,300,0.15,0.05,1330.8211247588038,0.516914777954416,-1.4896148764788744
1,3,300,0.16,0.05,1309.4381362776028,0.5172304280083669,-1.4911351407537468
1,3,300,0.17,0.05,1288.7964265170822,0.517311285741883,-1.4915245755790318
1,3,300,0.18,0.05,1270.0339317131168,0.5172216754347186,-1.4910929857632307
1,3,300,0.19,0.05,1253.0170712036404,0.5167997997503244,-1.489061107347897
1,3,300,0.2,0.05,1237.6322022207873,0.516713664274111,-1.4886462533485163
1,3,360,0.01,0.05,449.15392682497026,0.18769976008775235,0.09598228768922389
1,3,360,0.02,0.05,680.2871815662435,0.5318007675995432,-1.5613102174754658
1,3,360,0.03,0.05,1344.062289218287,0.7004397784874394,-2.373525708629819
