i,j,delta,beta,priority,integral,max_delta,pi,L_x,v_x,w_x,q_max_x,rho_max_x,L_y,v_y,w_y,q_max_y,rho_max_y
3,10,180,0.07,0.05,505.354,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.08,0.05,505.338,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.09,0.05,505.323,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.1,0.05,505.307,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.11,0.05,505.292,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.12,0.05,505.278,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.13,0.05,505.263,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.14,0.05,505.249,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.15,0.05,505.235,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.16,0.05,505.221,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.17,0.05,505.208,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.18,0.05,505.195,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.19,0.05,505.182,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,180,0.2,0.05,505.17,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.01,0.05,505.478,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.02,0.05,505.449,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.03,0.05,505.422,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.04,0.05,505.399,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.05,0.05,505.379,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.06,0.05,505.359,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.07,0.05,505.341,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.08,0.05,505.324,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.09,0.05,505.307,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.1,0.05,505.29,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.11,0.05,505.274,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.12,0.05,505.258,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.13,0.05,505.242,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.14,0.05,505.227,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.15,0.05,505.211,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.16,0.05,505.196,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.17,0.05,505.182,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.18,0.05,505.167,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.19,0.05,505.153,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,240,0.2,0.05,505.139,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.01,0.05,505.475,0.207628,5.02633e-14,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.02,0.05,505.443,0.207628,9.95909e-14,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.03,0.05,505.415,0.207628,1.50656e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.04,0.05,505.391,0.207628,2.01187e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.05,0.05,505.37,0.207628,2.51317e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.06,0.05,505.35,0.207628,3.01847e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.07,0.05,505.331,0.207628,3.53046e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.08,0.05,505.313,0.207628,4.03042e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.09,0.05,505.294,0.207628,4.53439e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.1,0.05,505.276,0.207628,5.03168e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.11,0.05,505.259,0.207628,5.53431e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.12,0.05,505.242,0.207628,6.03962e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.13,0.05,505.225,0.207628,6.54626e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.14,0.05,505.208,0.207628,7.04355e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.15,0.05,505.192,0.207628,7.54351e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.16,0.05,505.176,0.207628,8.0555e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.17,0.05,505.16,0.207628,8.5568e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.18,0.05,505.144,0.207628,9.06478e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.19,0.05,505.128,0.207628,9.57677e-13,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,300,0.2,0.05,505.113,0.207628,1.00767e-12,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.01,0.05,505.474,0.207626,1.12555e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.02,0.05,505.442,0.207624,2.25143e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.03,0.05,505.416,0.207621,3.37762e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.04,0.05,505.395,0.207619,4.50414e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.05,0.05,505.375,0.207617,5.63098e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.06,0.05,505.357,0.207614,6.75814e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.07,0.05,505.339,0.207612,7.88562e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.08,0.05,505.322,0.20761,9.01342e-05,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.09,0.05,505.305,0.207607,0.000101415,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.1,0.05,505.288,0.207605,0.0001127,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.11,0.05,505.271,0.207603,0.000123988,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.12,0.05,505.255,0.2076,0.000135278,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.13,0.05,505.239,0.207598,0.000146573,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.14,0.05,505.224,0.207596,0.00015787,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.15,0.05,505.208,0.207593,0.000169171,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.16,0.05,505.193,0.207591,0.000180474,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.17,0.05,505.177,0.207589,0.000191781,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.18,0.05,505.163,0.207586,0.000203092,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.19,0.05,505.148,0.207584,0.000214405,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,360,0.2,0.05,505.133,0.207582,0.000225722,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.01,0.05,505.473,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.02,0.05,505.446,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.03,0.05,505.425,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.04,0.05,505.406,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.05,0.05,505.388,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.06,0.05,505.37,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.07,0.05,505.353,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.08,0.05,505.336,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.09,0.05,505.319,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.1,0.05,505.302,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.11,0.05,505.286,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.12,0.05,505.27,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.13,0.05,505.254,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.14,0.05,505.238,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.15,0.05,505.222,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.16,0.05,505.207,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.17,0.05,505.191,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.18,0.05,505.176,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.19,0.05,505.161,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,420,0.2,0.05,505.146,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.01,0.05,505.474,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.02,0.05,505.45,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.03,0.05,505.43,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.04,0.05,505.41,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.05,0.05,505.391,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.06,0.05,505.372,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.07,0.05,505.353,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.08,0.05,505.335,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.09,0.05,505.317,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.1,0.05,505.299,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.11,0.05,505.282,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.12,0.05,505.264,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.13,0.05,505.247,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.14,0.05,505.23,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.15,0.05,505.213,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.16,0.05,505.197,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.17,0.05,505.181,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.18,0.05,505.165,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.19,0.05,505.149,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,480,0.2,0.05,505.133,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.01,0.05,505.471,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.02,0.05,505.436,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.03,0.05,505.406,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.04,0.05,505.382,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.05,0.05,505.36,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.06,0.05,505.34,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.07,0.05,505.32,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.08,0.05,505.301,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.09,0.05,505.283,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.1,0.05,505.265,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.11,0.05,505.248,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.12,0.05,505.23,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.13,0.05,505.214,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.14,0.05,505.197,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.15,0.05,505.18,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.16,0.05,505.164,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.17,0.05,505.148,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.18,0.05,505.132,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.19,0.05,505.116,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,540,0.2,0.05,505.101,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.01,0.05,505.468,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.02,0.05,505.429,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.03,0.05,505.396,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.04,0.05,505.371,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.05,0.05,505.349,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.06,0.05,505.329,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.07,0.05,505.31,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.08,0.05,505.291,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.09,0.05,505.273,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.1,0.05,505.255,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.11,0.05,505.237,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.12,0.05,505.22,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.13,0.05,505.202,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.14,0.05,505.185,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.15,0.05,505.168,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.16,0.05,505.152,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.17,0.05,505.135,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.18,0.05,505.119,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.19,0.05,505.103,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,600,0.2,0.05,505.087,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.01,0.05,505.477,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.02,0.05,505.456,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.03,0.05,505.436,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.04,0.05,505.416,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.05,0.05,505.397,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.06,0.05,505.378,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.07,0.05,505.359,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.08,0.05,505.341,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.09,0.05,505.323,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.1,0.05,505.305,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.11,0.05,505.287,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.12,0.05,505.27,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.13,0.05,505.252,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.14,0.05,505.235,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.15,0.05,505.219,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.16,0.05,505.202,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.17,0.05,505.185,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.18,0.05,505.169,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.19,0.05,505.153,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,660,0.2,0.05,505.137,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.01,0.05,505.465,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.02,0.05,505.423,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.03,0.05,505.394,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.04,0.05,505.368,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.05,0.05,505.345,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.06,0.05,505.323,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.07,0.05,505.302,0.207628,4.01037e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.08,0.05,505.282,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.09,0.05,505.262,0.207628,2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.1,0.05,505.243,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.11,0.05,505.223,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.12,0.05,505.204,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.13,0.05,505.186,0.207628,0,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.14,0.05,505.168,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.15,0.05,505.15,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.16,0.05,505.132,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.17,0.05,505.114,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.18,0.05,505.096,0.207628,1.33679e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.19,0.05,505.079,0.207628,6.68395e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,10,720,0.2,0.05,505.062,0.207628,9.35754e-16,0.34,103,33,1744,70,0.2,104,29,1841,81
3,11,60,0.01,0.05,505.502,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.02,0.05,505.496,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.03,0.05,505.493,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.04,0.05,505.489,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.05,0.05,505.486,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.06,0.05,505.482,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.07,0.05,505.48,0.207628,4.01037e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.08,0.05,505.478,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.09,0.05,505.477,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.1,0.05,505.476,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.11,0.05,505.475,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.12,0.05,505.474,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.13,0.05,505.473,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.14,0.05,505.472,0.207628,-1.06943e-15,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.15,0.05,505.472,0.207628,-8.02075e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.16,0.05,505.471,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.17,0.05,505.471,0.207628,1.33679e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.18,0.05,505.47,0.207628,-1.33679e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.19,0.05,505.47,0.207628,6.68395e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,60,0.2,0.05,505.469,0.207628,9.35754e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.01,0.05,505.499,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.02,0.05,505.492,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.03,0.05,505.485,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.04,0.05,505.479,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.05,0.05,505.473,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.06,0.05,505.467,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.07,0.05,505.462,0.207628,4.01037e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.08,0.05,505.457,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.09,0.05,505.453,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.1,0.05,505.45,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.11,0.05,505.446,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.12,0.05,505.443,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.13,0.05,505.44,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.14,0.05,505.437,0.207628,-1.06943e-15,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.15,0.05,505.435,0.207628,-8.02075e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.16,0.05,505.432,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.17,0.05,505.429,0.207628,1.33679e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.18,0.05,505.427,0.207628,-1.33679e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.19,0.05,505.424,0.207628,6.68395e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,120,0.2,0.05,505.422,0.207628,9.35754e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.01,0.05,505.497,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.02,0.05,505.488,0.207628,-6.68395e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.03,0.05,505.479,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.04,0.05,505.471,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.05,0.05,505.463,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.06,0.05,505.455,0.207628,-5.34716e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.07,0.05,505.447,0.207628,4.01037e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.08,0.05,505.441,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.09,0.05,505.435,0.207628,0,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.1,0.05,505.429,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
3,11,180,0.11,0.05,505.424,0.207628,-2.67358e-16,0.34,103,33,1744,70,0.7,103,33,1878,76
