6;648;0.19621259739147376
10;676;0.19869616777008303
11;202;0.19692979091437515
3;675;0.19931590592310489
9;639;0.19551459943062888
3;642;0.19576774795468133
8;391;0.19953741553033819
2;665;0.1008034621815386
8;209;0.19995118255233357
8;388;0.1952464503452243
10;391;0.1955952574101973
2;653;0.19709451151731872
5;644;0.18972059028823768
8;643;0.19775654786396524
6;644;0.19622459228909775
1;654;0.14127081041503853
11;413;0.1965399532433868
11;639;0.19083267223353256
1;543;0.1980006973580759
9;385;0.19121801274287248
7;647;0.1931046355627739
1;700;0.19973341823869162
7;705;0.1961620014850854
2;557;0.19776738741590758
5;651;0.19805101396068459
4;386;0.18788167465545158
11;656;0.1988668729968246
11;641;0.19859617591529566
3;691;0.1990769073168546
9;643;0.19798102452827296
9;639;0.19807290065510208
3;413;0.18179178867860465
5;648;0.1965130746429447
7;576;0.19415064934793655
2;719;0.19947377519695986
4;679;0.1943671665893615
6;517;0.19962840691258119
2;719;0.19409216782682565
1;716;0.18726356224912266
7;667;0.19415680629916765
9;662;0.19305747431272152
9;706;0.18789674801780284
1;667;0.1943010138229761
5;207;0.196200791425458
2;712;0.19848295688037526
1;207;0.19839237580290675
5;648;0.19748876469603202
1;707;0.1984878053196788
1;662;0.05659069852599113
11;668;0.19216160733114984
11;405;0.19964803331086384
6;381;0.19966480361749592
7;387;0.1865641884938376
7;702;0.1989278306739802
6;629;0.14093700765399383
5;660;0.19780967646085015
10;636;0.19687092341437007
7;643;0.1884643483240731
9;685;0.19306618193127342
11;634;0.19750753779551464
2;710;0.19863755267134023
11;389;0.1992229787187337
6;717;0.19798632205528288
2;662;0.1976997995744116
1;652;0.19406503215789517
1;640;0.19667656527167698
5;662;0.16681707900486847
3;686;0.19752249645941808
1;693;0.19962124369583312
4;552;0.19784238730503154
7;642;0.1983312910570164
1;649;0.19675973286970094
6;713;0.19449921881369783
8;643;0.19912130424372682
1;627;0.194439168365881
9;651;0.19796153287023777
8;646;0.19980913073586407
4;652;0.19969158694012115
3;238;0.19737309108451095
7;390;0.1976939334693445
11;642;0.19417411925522512
9;384;0.19891422797571104
4;615;0.19818672302045734
8;110;0.19917693628770594
3;71;0.19873188153341723
1;657;0.1972458115284517
12;717;0.1992727694518094
1;553;0.1929100521579576
9;378;0.19895220368286318
1;718;0.19910792768323898
11;676;0.19474783617058025
4;652;0.1995805883161956
10;378;0.19952289174797622
8;646;0.1897297475481644
9;384;0.1990752401974374
1;544;0.197624841722564
5;200;0.19173729443354934
1;642;0.1972781053832003
8;645;0.1964267098396043
4;661;0.1969515665962735
8;719;0.07397259440158355
8;634;0.1973277722419439
11;395;0.19905633461241035
7;706;0.1821363607445264
1;548;0.19447571945165937
5;657;0.19934929013930458
10;647;0.19673953272691966
3;667;0.1937786531833799
1;661;0.1976280021725697
1;653;0.15078056050550467
1;399;0.05335481493130281
9;713;0.1971295110010154
1;624;0.19881034863706268
7;647;0.19586161153237674
10;699;0.1964314393974535
2;707;0.19701467257765404
10;385;0.19866284749169744
1;548;0.19281628050098454
3;708;0.19926576120259365
7;650;0.19202655399625623
11;663;0.1960201069228887
1;673;0.19917867268474754
6;383;0.1987264273762005
2;567;0.18922392728161538
1;553;0.19996154178426737
1;612;0.19984607877753321
6;717;0.193806566893732
2;653;0.13663184516390153
12;709;0.04442614696728504
5;684;0.19827531135968085
12;665;0.19270623947443322
2;713;0.19910261678106567
10;637;0.19306357148233022
10;386;0.18090902730162067
11;668;0.19310429883893326
11;639;0.19302388251725258
2;639;0.1983357691824923
3;699;0.19900330774069805
11;635;0.1990523508733859
2;643;0.19459474282849126
1;657;0.19891205386683716
5;708;0.19236854791944227
11;663;0.1914715886196516
7;388;0.19306879450632497
2;649;0.19764817091709902
10;641;0.19498914025110825
5;648;0.1988486851331416
3;666;0.19978080341381477
8;650;0.19420223258724756
8;698;0.1988799159909006
3;661;0.18882174361098225
2;665;0.1920049820973462
1;661;0.1967106959428537
3;646;0.19969155223649315
1;664;0.19460181826201856
7;641;0.1940091638500273
6;692;0.19926188580441448
7;383;0.16175349312959925
5;651;0.1988441951731964
7;200;0.19882589192842212
4;660;0.19941970248848667
6;716;0.19805892145507153
8;674;0.1979716814785657
1;647;0.1998457537203922
1;653;0.19753027819236318
1;674;0.19236878037734953
6;640;0.19146168027588922
4;648;0.19749665994308727
8;646;0.193903725411033
9;685;0.1930593761450352
2;656;0.1977075891304253
10;639;0.19561308643250222
1;643;0.17129921233385387
1;683;0.13163897279251147
2;658;0.19939055635744196
12;476;0.1996532298179251
12;719;0.1909077092715447
1;210;0.19738987466861171
2;674;0.1965287948982721
8;645;0.198401603062566
9;380;0.1961687143262435
8;146;0.1992247063075204
2;715;0.1986687969785946
9;390;0.19740563284683132
6;210;0.19942143052868133
4;657;0.1930967549402576
6;180;0.19642187816934692
2;650;0.19888700467497974
4;682;0.19988606645400203
11;648;0.19898642164168187
8;382;0.19232194548931933
5;659;0.19655135396424664
11;207;0.19896951148800843
4;330;0.190404301017268
10;383;0.18969719797999926
11;641;0.18231333692463722
8;644;0.19947148767908565
5;714;0.18529259192302694
10;652;0.19654099537382283
2;643;0.19703333596618708
1;660;0.1732465542044609
8;641;0.1974714458886744
1;651;0.19859214394357047
1;202;0.19615139633119913
1;708;0.19026027302814996
7;644;0.18894589014374719
6;190;0.1998780233739929
3;700;0.19701884767862363
1;653;0.1949102825479863
4;702;0.19950896421850742
1;696;0.19701665023045223
8;389;0.1999630813060807
6;663;0.19400201664807962
8;650;0.1997157067757065
6;707;0.1998810959357172
2;719;0.11645924911229613
1;655;0.1976445550756376
1;663;0.1909372193916814
4;647;0.19985119288124711
5;667;0.19940150544826002
1;549;0.1985107290047728
1;657;0.19897558716909927
2;649;0.1159847565822842
2;630;0.19875196440248113
1;716;0.19917496187505745
7;642;0.1926911874283918
12;688;0.17373171677962473
11;633;0.17922705366644764
9;652;0.19979343654004114
6;657;0.19784806746960681
8;382;0.19902013084536055
8;647;0.19838189798337225
1;658;0.19912379796438084
7;228;0.19497308461827428
3;191;0.186256399006252
4;658;0.11951508165071832
1;483;0.19843126813090892
5;661;0.1501530170898254
1;545;0.19484243944556295
3;644;0.19865149285011907
2;647;0.19779720833608408
1;667;0.18048246766453419
7;601;0.1967668769903885
7;641;0.1956178892060214
4;704;0.19947264864458472
2;700;0.19664638937922754
3;586;0.19177404682041482
4;691;0.19214748683530447
1;657;0.19807629734768895
8;648;0.1974311592905828
4;360;0.19862815970089118
1;668;0.19071555363223955
1;115;0.09536167590787058
4;651;0.19941797035709027
10;634;0.19369126133137082
2;649;0.19990445333198648
1;633;0.18797597944785016
6;640;0.18740061990284995
1;700;0.19973275730706094
1;544;0.19754992891076617
2;719;0.19439197346755338
10;644;0.19527099652161384
1;649;0.19962055345847016
